geo_accession	donor_id	program	ring	unit	n_spots	mean_score
GSM8943591	sub-UTD-DN0134	P1	3+	spot_graph_steps	1644	-0.013136666569045278
GSM8943591	sub-UTD-DN0134	P2	0	spot_graph_steps	102	-0.042013989082480656
GSM8943591	sub-UTD-DN0134	P2	1	spot_graph_steps	462	-0.04198080008180964
GSM8943591	sub-UTD-DN0134	P2	2	spot_graph_steps	493	-0.035139229228731306
GSM8943591	sub-UTD-DN0134	P2	3+	spot_graph_steps	1644	-0.01473073707546675
GSM8943591	sub-UTD-DN0134	P3	0	spot_graph_steps	102	-0.0003841542931344588
GSM8943591	sub-UTD-DN0134	P3	1	spot_graph_steps	462	0.0016617700648464896
GSM8943591	sub-UTD-DN0134	P3	2	spot_graph_steps	493	0.00018473712047003315
GSM8943591	sub-UTD-DN0134	P3	3+	spot_graph_steps	1644	0.0021531450499162005
GSM8943591	sub-UTD-DN0134	P4	0	spot_graph_steps	102	-0.08706614281949723
GSM8943591	sub-UTD-DN0134	P4	1	spot_graph_steps	462	-0.0891344318532915
GSM8943591	sub-UTD-DN0134	P4	2	spot_graph_steps	493	-0.0819168673517181
GSM8943591	sub-UTD-DN0134	P4	3+	spot_graph_steps	1644	-0.052383217209197024
GSM8943591	sub-UTD-DN0134	P5	0	spot_graph_steps	102	0.03930388100919998
GSM8943591	sub-UTD-DN0134	P5	1	spot_graph_steps	462	0.04386330695257157
GSM8943591	sub-UTD-DN0134	P5	2	spot_graph_steps	493	0.03719900668141478
GSM8943591	sub-UTD-DN0134	P5	3+	spot_graph_steps	1644	0.016765928051581513
GSM8943591	sub-UTD-DN0134	P10	0	spot_graph_steps	102	-0.09056328893117427
GSM8943591	sub-UTD-DN0134	P10	1	spot_graph_steps	462	-0.09491603151638561
GSM8943591	sub-UTD-DN0134	P10	2	spot_graph_steps	493	-0.08731342845747549
GSM8943591	sub-UTD-DN0134	P10	3+	spot_graph_steps	1644	-0.05619894211836365
GSM8943592	sub-UTD-DN0134	P8	0	spot_graph_steps	91	-0.04675536494987922
GSM8943592	sub-UTD-DN0134	P8	1	spot_graph_steps	437	-0.050158385272346555
GSM8943592	sub-UTD-DN0134	P8	2	spot_graph_steps	458	-0.04697063315465783
GSM8943592	sub-UTD-DN0134	P8	3+	spot_graph_steps	1426	-0.02724975016550694
GSM8943592	sub-UTD-DN0134	P7	0	spot_graph_steps	91	0.024281649169480436
GSM8943592	sub-UTD-DN0134	P7	1	spot_graph_steps	437	0.023776824225541757
GSM8943592	sub-UTD-DN0134	P7	2	spot_graph_steps	458	0.02152422507405961
GSM8943592	sub-UTD-DN0134	P7	3+	spot_graph_steps	1426	0.015891170348206633
GSM8943592	sub-UTD-DN0134	P6	0	spot_graph_steps	91	-0.029889211551868588
GSM8943592	sub-UTD-DN0134	P6	1	spot_graph_steps	437	-0.03389424367728729
GSM8943592	sub-UTD-DN0134	P6	2	spot_graph_steps	458	-0.029769836080284492
GSM8943592	sub-UTD-DN0134	P6	3+	spot_graph_steps	1426	-0.018870147160386222
GSM8943592	sub-UTD-DN0134	P1	0	spot_graph_steps	91	-0.030474997387357438
GSM8943592	sub-UTD-DN0134	P1	1	spot_graph_steps	437	-0.030765012688757528
GSM8943592	sub-UTD-DN0134	P1	2	spot_graph_steps	458	-0.030738429214898423
GSM8943592	sub-UTD-DN0134	P1	3+	spot_graph_steps	1426	-0.020590840072183817
GSM8943592	sub-UTD-DN0134	P2	0	spot_graph_steps	91	-0.04567347767979014
GSM8943592	sub-UTD-DN0134	P2	1	spot_graph_steps	437	-0.0491564113178341
GSM8943592	sub-UTD-DN0134	P2	2	spot_graph_steps	458	-0.04585565375956876
GSM8943592	sub-UTD-DN0134	P2	3+	spot_graph_steps	1426	-0.02665811639808523
GSM8943592	sub-UTD-DN0134	P3	0	spot_graph_steps	91	0.0027940684483104637
GSM8943592	sub-UTD-DN0134	P3	1	spot_graph_steps	437	0.0020213143784251473
GSM8943592	sub-UTD-DN0134	P3	2	spot_graph_steps	458	0.0015717826432337949
GSM8943592	sub-UTD-DN0134	P3	3+	spot_graph_steps	1426	0.0018680052862135442
GSM8943592	sub-UTD-DN0134	P4	0	spot_graph_steps	91	-0.10850144893147895
GSM8943592	sub-UTD-DN0134	P4	1	spot_graph_steps	437	-0.11111107795188352
GSM8943592	sub-UTD-DN0134	P4	2	spot_graph_steps	458	-0.10554264942740665
GSM8943592	sub-UTD-DN0134	P4	3+	spot_graph_steps	1426	-0.0771874529441198
GSM8943592	sub-UTD-DN0134	P5	0	spot_graph_steps	91	0.06433855132761021
GSM8943592	sub-UTD-DN0134	P5	1	spot_graph_steps	437	0.05255253009567245
GSM8943592	sub-UTD-DN0134	P5	2	spot_graph_steps	458	0.04813848223549162
GSM8943592	sub-UTD-DN0134	P5	3+	spot_graph_steps	1426	0.03336437758475897
GSM8943592	sub-UTD-DN0134	P10	0	spot_graph_steps	91	-0.11728258830505307
GSM8943592	sub-UTD-DN0134	P10	1	spot_graph_steps	437	-0.11991430777398503
GSM8943592	sub-UTD-DN0134	P10	2	spot_graph_steps	458	-0.11469877639446154
GSM8943592	sub-UTD-DN0134	P10	3+	spot_graph_steps	1426	-0.08344192182682107
GSM8943593	sub-UTD-DN0134	P8	0	spot_graph_steps	97	-0.06147563093731527
GSM8943593	sub-UTD-DN0134	P8	1	spot_graph_steps	472	-0.06088827507885478
GSM8943593	sub-UTD-DN0134	P8	2	spot_graph_steps	602	-0.05354466817086538
GSM8943593	sub-UTD-DN0134	P8	3+	spot_graph_steps	1662	-0.022888083825197143
GSM8943593	sub-UTD-DN0134	P7	0	spot_graph_steps	97	0.02595147638791356
GSM8943593	sub-UTD-DN0134	P7	1	spot_graph_steps	472	0.026148466706412996
GSM8943593	sub-UTD-DN0134	P7	2	spot_graph_steps	602	0.023288629233687914
GSM8943593	sub-UTD-DN0134	P7	3+	spot_graph_steps	1662	0.01481438641696448
GSM8943593	sub-UTD-DN0134	P6	0	spot_graph_steps	97	-0.03742524128026418
GSM8943593	sub-UTD-DN0134	P6	1	spot_graph_steps	472	-0.037327007707400335
GSM8943593	sub-UTD-DN0134	P6	2	spot_graph_steps	602	-0.03544283568607542
GSM8943593	sub-UTD-DN0134	P6	3+	spot_graph_steps	1662	-0.015479550468798713
GSM8943593	sub-UTD-DN0134	P1	0	spot_graph_steps	97	-0.03347853697549813
GSM8943593	sub-UTD-DN0134	P1	1	spot_graph_steps	472	-0.03407677820949789
GSM8943593	sub-UTD-DN0134	P1	2	spot_graph_steps	602	-0.030936592861509828
GSM8943593	sub-UTD-DN0134	P1	3+	spot_graph_steps	1662	-0.01699997416973965
GSM8943593	sub-UTD-DN0134	P2	0	spot_graph_steps	97	-0.06010136106862516
GSM8943593	sub-UTD-DN0134	P2	1	spot_graph_steps	472	-0.059515545450188584
GSM8943593	sub-UTD-DN0134	P2	2	spot_graph_steps	602	-0.052420369964115844
GSM8943593	sub-UTD-DN0134	P2	3+	spot_graph_steps	1662	-0.022394020588021053
GSM8943593	sub-UTD-DN0134	P3	0	spot_graph_steps	97	0.0031015038992005255
GSM8943593	sub-UTD-DN0134	P3	1	spot_graph_steps	472	0.002655017205835318
GSM8943593	sub-UTD-DN0134	P3	2	spot_graph_steps	602	0.0016528037061965158
GSM8943593	sub-UTD-DN0134	P3	3+	spot_graph_steps	1662	0.0030295055166110222
GSM8943593	sub-UTD-DN0134	P4	0	spot_graph_steps	97	-0.11692684361305933
GSM8943593	sub-UTD-DN0134	P4	1	spot_graph_steps	472	-0.11683388248154788
GSM8943593	sub-UTD-DN0134	P4	2	spot_graph_steps	602	-0.10602625814936145
GSM8943593	sub-UTD-DN0134	P4	3+	spot_graph_steps	1662	-0.057632591768726635
GSM8943593	sub-UTD-DN0134	P5	0	spot_graph_steps	97	0.04782218304672282
GSM8943593	sub-UTD-DN0134	P5	1	spot_graph_steps	472	0.05129610958246044
GSM8943593	sub-UTD-DN0134	P5	2	spot_graph_steps	602	0.04564781805745688
GSM8943593	sub-UTD-DN0134	P5	3+	spot_graph_steps	1662	0.022403007052131357
GSM8943593	sub-UTD-DN0134	P10	0	spot_graph_steps	97	-0.12532681452981015
GSM8943593	sub-UTD-DN0134	P10	1	spot_graph_steps	472	-0.1273129517472914
GSM8943593	sub-UTD-DN0134	P10	2	spot_graph_steps	602	-0.1164826000441806
GSM8943593	sub-UTD-DN0134	P10	3+	spot_graph_steps	1662	-0.06320300073054304
GSM8943594	sub-UTD-DN0095	P8	0	spot_graph_steps	176	-0.02366817006248328
GSM8943594	sub-UTD-DN0095	P8	1	spot_graph_steps	741	-0.021023715709770817
GSM8943594	sub-UTD-DN0095	P8	2	spot_graph_steps	650	-0.01646921537154836
GSM8943594	sub-UTD-DN0095	P8	3+	spot_graph_steps	1522	-0.00791413947636148
GSM8943594	sub-UTD-DN0095	P7	0	spot_graph_steps	176	0.023090529182481726
GSM8943594	sub-UTD-DN0095	P7	1	spot_graph_steps	741	0.022219295726204385
GSM8943594	sub-UTD-DN0095	P7	2	spot_graph_steps	650	0.01912197449254312
GSM8943594	sub-UTD-DN0095	P7	3+	spot_graph_steps	1522	0.017661925804516546
GSM8943594	sub-UTD-DN0095	P6	0	spot_graph_steps	176	-0.013724957732056831
GSM8943594	sub-UTD-DN0095	P6	1	spot_graph_steps	741	-0.007706924077019184
GSM8943594	sub-UTD-DN0095	P6	2	spot_graph_steps	650	-0.00805668710674271
GSM8943594	sub-UTD-DN0095	P6	3+	spot_graph_steps	1522	-0.003370519698550973
GSM8943594	sub-UTD-DN0095	P1	0	spot_graph_steps	176	-0.03165421340194094
GSM8943594	sub-UTD-DN0095	P1	1	spot_graph_steps	741	-0.02784699091140471
GSM8943594	sub-UTD-DN0095	P1	2	spot_graph_steps	650	-0.02534287605505403
GSM8943594	sub-UTD-DN0095	P1	3+	spot_graph_steps	1522	-0.023124153772237678
GSM8943594	sub-UTD-DN0095	P2	0	spot_graph_steps	176	-0.022934999310894485
GSM8943594	sub-UTD-DN0095	P2	1	spot_graph_steps	741	-0.02016289490996551
GSM8943594	sub-UTD-DN0095	P2	2	spot_graph_steps	650	-0.01587353957816784
GSM8943594	sub-UTD-DN0095	P2	3+	spot_graph_steps	1522	-0.0075637815682472655
GSM8943594	sub-UTD-DN0095	P3	0	spot_graph_steps	176	0.006663831365424326
GSM8943594	sub-UTD-DN0095	P3	1	spot_graph_steps	741	0.008075747782764573
GSM8943594	sub-UTD-DN0095	P3	2	spot_graph_steps	650	0.006585912980061156
GSM8943594	sub-UTD-DN0095	P3	3+	spot_graph_steps	1522	0.007321603899285682
GSM8943594	sub-UTD-DN0095	P4	0	spot_graph_steps	176	-0.08132259467343578
GSM8943594	sub-UTD-DN0095	P4	1	spot_graph_steps	741	-0.07340498465437709
GSM8943594	sub-UTD-DN0095	P4	2	spot_graph_steps	650	-0.06506800385429719
GSM8943594	sub-UTD-DN0095	P4	3+	spot_graph_steps	1522	-0.05139977344422781
GSM8943594	sub-UTD-DN0095	P5	0	spot_graph_steps	176	0.01840311469376207
GSM8943594	sub-UTD-DN0095	P5	1	spot_graph_steps	741	0.01935757594562755
GSM8943594	sub-UTD-DN0095	P5	2	spot_graph_steps	650	0.013036417530676582
GSM8943594	sub-UTD-DN0095	P5	3+	spot_graph_steps	1522	0.0027766600494691742
GSM8943594	sub-UTD-DN0095	P10	0	spot_graph_steps	176	-0.08535338300860527
GSM8943594	sub-UTD-DN0095	P10	1	spot_graph_steps	741	-0.07645026156342749
GSM8943594	sub-UTD-DN0095	P10	2	spot_graph_steps	650	-0.06817952642059394
GSM8943594	sub-UTD-DN0095	P10	3+	spot_graph_steps	1522	-0.053539536546058294
GSM8943595	sub-UTD-DN0095	P8	0	spot_graph_steps	219	-0.016502145586677865
GSM8943595	sub-UTD-DN0095	P8	1	spot_graph_steps	845	-0.019043678727325455
GSM8943595	sub-UTD-DN0095	P8	2	spot_graph_steps	648	-0.01686060518038788
GSM8943595	sub-UTD-DN0095	P8	3+	spot_graph_steps	1561	-0.007044197165754859
GSM8943595	sub-UTD-DN0095	P7	0	spot_graph_steps	219	0.01739476801832515
GSM8943595	sub-UTD-DN0095	P7	1	spot_graph_steps	845	0.0195617346449695
GSM8943595	sub-UTD-DN0095	P7	2	spot_graph_steps	648	0.01915830241440383
GSM8943595	sub-UTD-DN0095	P7	3+	spot_graph_steps	1561	0.01528601527243304
GSM8943595	sub-UTD-DN0095	P6	0	spot_graph_steps	219	-0.008359561600765753
GSM8943595	sub-UTD-DN0095	P6	1	spot_graph_steps	845	-0.007374142132764621
GSM8943595	sub-UTD-DN0095	P6	2	spot_graph_steps	648	-0.006932718610544229
GSM8943595	sub-UTD-DN0095	P6	3+	spot_graph_steps	1561	-0.002670296236332192
GSM8943595	sub-UTD-DN0095	P1	0	spot_graph_steps	219	-0.025205885916922608
GSM8943595	sub-UTD-DN0095	P1	1	spot_graph_steps	845	-0.024337878093620306
GSM8943595	sub-UTD-DN0095	P1	2	spot_graph_steps	648	-0.022334944507788137
GSM8943595	sub-UTD-DN0095	P1	3+	spot_graph_steps	1561	-0.020940527306591263
GSM8943595	sub-UTD-DN0095	P2	0	spot_graph_steps	219	-0.015915588082546683
GSM8943595	sub-UTD-DN0095	P2	1	spot_graph_steps	845	-0.018323872913125275
GSM8943595	sub-UTD-DN0095	P2	2	spot_graph_steps	648	-0.016261487788257666
GSM8943595	sub-UTD-DN0095	P2	3+	spot_graph_steps	1561	-0.006703069851665173
GSM8943595	sub-UTD-DN0095	P3	0	spot_graph_steps	219	0.00542648998996316
GSM8943595	sub-UTD-DN0095	P3	1	spot_graph_steps	845	0.0077724449371483735
GSM8943595	sub-UTD-DN0095	P3	2	spot_graph_steps	648	0.007810725124212668
GSM8943595	sub-UTD-DN0095	P3	3+	spot_graph_steps	1561	0.006618123053910005
GSM8943595	sub-UTD-DN0095	P4	0	spot_graph_steps	219	-0.0673971588747475
GSM8943595	sub-UTD-DN0095	P4	1	spot_graph_steps	845	-0.06705227682237869
GSM8943595	sub-UTD-DN0095	P4	2	spot_graph_steps	648	-0.06179206528454885
GSM8943595	sub-UTD-DN0095	P4	3+	spot_graph_steps	1561	-0.048342042960103845
GSM8943595	sub-UTD-DN0095	P5	0	spot_graph_steps	219	0.016091206215036572
GSM8943595	sub-UTD-DN0095	P5	1	spot_graph_steps	845	0.01880592410856384
GSM8943595	sub-UTD-DN0095	P5	2	spot_graph_steps	648	0.01728486916308473
GSM8943595	sub-UTD-DN0095	P5	3+	spot_graph_steps	1561	0.006408095850872863
GSM8943595	sub-UTD-DN0095	P10	0	spot_graph_steps	219	-0.06979385882897864
GSM8943595	sub-UTD-DN0095	P10	1	spot_graph_steps	845	-0.07020397005517798
GSM8943595	sub-UTD-DN0095	P10	2	spot_graph_steps	648	-0.06443838691529946
GSM8943595	sub-UTD-DN0095	P10	3+	spot_graph_steps	1561	-0.05043891845950566
GSM8943596	sub-UTD-DN0095	P8	0	spot_graph_steps	204	-0.03794520158012856
GSM8943596	sub-UTD-DN0095	P8	1	spot_graph_steps	853	-0.03268872922513792
GSM8943596	sub-UTD-DN0095	P8	2	spot_graph_steps	776	-0.025684925034871048
GSM8943596	sub-UTD-DN0095	P8	3+	spot_graph_steps	2154	-0.009677067832744852
GSM8943596	sub-UTD-DN0095	P7	0	spot_graph_steps	204	0.030614155240871396
GSM8943596	sub-UTD-DN0095	P7	1	spot_graph_steps	853	0.030413359684473663
GSM8943596	sub-UTD-DN0095	P7	2	spot_graph_steps	776	0.02554342645663465
GSM8943596	sub-UTD-DN0095	P7	3+	spot_graph_steps	2154	0.017677515284109952
GSM8943596	sub-UTD-DN0095	P6	0	spot_graph_steps	204	-0.01343393930756358
GSM8943596	sub-UTD-DN0095	P6	1	spot_graph_steps	853	-0.014014332632151485
GSM8943596	sub-UTD-DN0095	P6	2	spot_graph_steps	776	-0.010415923085703967
GSM8943596	sub-UTD-DN0095	P6	3+	spot_graph_steps	2154	-0.0037986724777369645
GSM8943596	sub-UTD-DN0095	P1	0	spot_graph_steps	204	-0.04333416537532188
GSM8943596	sub-UTD-DN0095	P1	1	spot_graph_steps	853	-0.0377601131054038
GSM8943596	sub-UTD-DN0095	P1	2	spot_graph_steps	776	-0.03401617425879272
GSM8943596	sub-UTD-DN0095	P1	3+	spot_graph_steps	2154	-0.023632841427983876
GSM8943596	sub-UTD-DN0095	P2	0	spot_graph_steps	204	-0.03656835522855817
GSM8943596	sub-UTD-DN0095	P2	1	spot_graph_steps	853	-0.03164223681068024
GSM8943596	sub-UTD-DN0095	P2	2	spot_graph_steps	776	-0.024828636989566517
GSM8943596	sub-UTD-DN0095	P2	3+	spot_graph_steps	2154	-0.009307073839852416
GSM8943596	sub-UTD-DN0095	P3	0	spot_graph_steps	204	0.011379899168598736
GSM8943596	sub-UTD-DN0095	P3	1	spot_graph_steps	853	0.011826726310625375
GSM8943596	sub-UTD-DN0095	P3	2	spot_graph_steps	776	0.010100450958434898
GSM8943596	sub-UTD-DN0095	P3	3+	spot_graph_steps	2154	0.007913644952931025
GSM8943596	sub-UTD-DN0095	P4	0	spot_graph_steps	204	-0.10267420109605012
GSM8943596	sub-UTD-DN0095	P4	1	spot_graph_steps	853	-0.09131626227077556
GSM8943596	sub-UTD-DN0095	P4	2	spot_graph_steps	776	-0.07860596731990878
GSM8943596	sub-UTD-DN0095	P4	3+	spot_graph_steps	2154	-0.05041531569447238
GSM8943596	sub-UTD-DN0095	P5	0	spot_graph_steps	204	0.022629546523967994
GSM8943596	sub-UTD-DN0095	P5	1	spot_graph_steps	853	0.015785495800751264
GSM8943596	sub-UTD-DN0095	P5	2	spot_graph_steps	776	0.01158611578452133
GSM8943596	sub-UTD-DN0095	P5	3+	spot_graph_steps	2154	-0.0001739733169298036
GSM8943596	sub-UTD-DN0095	P10	0	spot_graph_steps	204	-0.1078441620178427
GSM8943596	sub-UTD-DN0095	P10	1	spot_graph_steps	853	-0.09709795411320812
GSM8943596	sub-UTD-DN0095	P10	2	spot_graph_steps	776	-0.08341391226916757
GSM8943596	sub-UTD-DN0095	P10	3+	spot_graph_steps	2154	-0.05326820509206025
GSM8943597	sub-UTD-DN0106	P8	0	spot_graph_steps	38	-0.015669826750740034
GSM8943597	sub-UTD-DN0106	P8	1	spot_graph_steps	196	-0.021152992014614087
GSM8943597	sub-UTD-DN0106	P8	2	spot_graph_steps	289	-0.019651451700342375
GSM8943597	sub-UTD-DN0106	P8	3+	spot_graph_steps	2792	-0.008106870107314564
GSM8943597	sub-UTD-DN0106	P7	0	spot_graph_steps	38	0.00985315370235751
GSM8943597	sub-UTD-DN0106	P7	1	spot_graph_steps	196	0.0129423287787382
GSM8943597	sub-UTD-DN0106	P7	2	spot_graph_steps	289	0.013153229051575979
GSM8943597	sub-UTD-DN0106	P7	3+	spot_graph_steps	2792	0.006936609639218338
GSM8943597	sub-UTD-DN0106	P6	0	spot_graph_steps	38	-0.012319780555891077
GSM8943597	sub-UTD-DN0106	P6	1	spot_graph_steps	196	-0.015173160323176099
GSM8943597	sub-UTD-DN0106	P6	2	spot_graph_steps	289	-0.014443294961806059
GSM8943597	sub-UTD-DN0106	P6	3+	spot_graph_steps	2792	-0.005704434589873207
GSM8943597	sub-UTD-DN0106	P1	0	spot_graph_steps	38	-0.008442471864984353
GSM8943597	sub-UTD-DN0106	P1	1	spot_graph_steps	196	-0.00904425312672385
GSM8943597	sub-UTD-DN0106	P1	2	spot_graph_steps	289	-0.007999625608847455
GSM8943597	sub-UTD-DN0106	P1	3+	spot_graph_steps	2792	-0.004910181273243808
GSM8943597	sub-UTD-DN0106	P2	0	spot_graph_steps	38	-0.015226001214308995
GSM8943597	sub-UTD-DN0106	P2	1	spot_graph_steps	196	-0.020610696576780097
GSM8943597	sub-UTD-DN0106	P2	2	spot_graph_steps	289	-0.019164502503418397
GSM8943597	sub-UTD-DN0106	P2	3+	spot_graph_steps	2792	-0.007846724334268545
GSM8943597	sub-UTD-DN0106	P3	0	spot_graph_steps	38	0.0008330147829683367
GSM8943597	sub-UTD-DN0106	P3	1	spot_graph_steps	196	0.0016014941921562952
GSM8943597	sub-UTD-DN0106	P3	2	spot_graph_steps	289	0.002241317906713915
GSM8943597	sub-UTD-DN0106	P3	3+	spot_graph_steps	2792	0.0013587384778425576
GSM8943597	sub-UTD-DN0106	P4	0	spot_graph_steps	38	-0.04450063610007545
GSM8943597	sub-UTD-DN0106	P4	1	spot_graph_steps	196	-0.04756089947726364
GSM8943597	sub-UTD-DN0106	P4	2	spot_graph_steps	289	-0.04486869093508693
GSM8943597	sub-UTD-DN0106	P4	3+	spot_graph_steps	2792	-0.025158631995065725
GSM8943597	sub-UTD-DN0106	P5	0	spot_graph_steps	38	0.042302725038711124
GSM8943597	sub-UTD-DN0106	P5	1	spot_graph_steps	196	0.05112438035797003
GSM8943597	sub-UTD-DN0106	P5	2	spot_graph_steps	289	0.04586936138643283
GSM8943597	sub-UTD-DN0106	P5	3+	spot_graph_steps	2792	0.02757873719560969
GSM8943597	sub-UTD-DN0106	P10	0	spot_graph_steps	38	-0.046050042166856084
GSM8943597	sub-UTD-DN0106	P10	1	spot_graph_steps	196	-0.051147306370782734
GSM8943597	sub-UTD-DN0106	P10	2	spot_graph_steps	289	-0.04867532678147718
GSM8943597	sub-UTD-DN0106	P10	3+	spot_graph_steps	2792	-0.026794214405125506
GSM8943598	sub-UTD-DN0106	P8	0	spot_graph_steps	36	-0.022051586971852936
GSM8943598	sub-UTD-DN0106	P8	1	spot_graph_steps	218	-0.02554933046347227
GSM8943598	sub-UTD-DN0106	P8	2	spot_graph_steps	388	-0.026395547431615658
GSM8943598	sub-UTD-DN0106	P8	3+	spot_graph_steps	3265	-0.009428182446907974
GSM8943598	sub-UTD-DN0106	P7	0	spot_graph_steps	36	0.013801760689608185
GSM8943598	sub-UTD-DN0106	P7	1	spot_graph_steps	218	0.0167681278923778
GSM8943598	sub-UTD-DN0106	P7	2	spot_graph_steps	388	0.01896153002078258
GSM8943598	sub-UTD-DN0106	P7	3+	spot_graph_steps	3265	0.009255959182574625
GSM8943598	sub-UTD-DN0106	P6	0	spot_graph_steps	36	-0.017685874474661214
GSM8943598	sub-UTD-DN0106	P6	1	spot_graph_steps	218	-0.015882022155811353
GSM8943598	sub-UTD-DN0106	P6	2	spot_graph_steps	388	-0.017101768599206313
GSM8943598	sub-UTD-DN0106	P6	3+	spot_graph_steps	3265	-0.005469505442813671
GSM8943598	sub-UTD-DN0106	P1	0	spot_graph_steps	36	-0.014862990726497795
GSM8943598	sub-UTD-DN0106	P1	1	spot_graph_steps	218	-0.016026243829271397
GSM8943598	sub-UTD-DN0106	P1	2	spot_graph_steps	388	-0.01700294216778004
GSM8943598	sub-UTD-DN0106	P1	3+	spot_graph_steps	3265	-0.0070012476993187725
GSM8943598	sub-UTD-DN0106	P2	0	spot_graph_steps	36	-0.02165534096024769
GSM8943598	sub-UTD-DN0106	P2	1	spot_graph_steps	218	-0.024717143022448713
GSM8943598	sub-UTD-DN0106	P2	2	spot_graph_steps	388	-0.02559550113990222
GSM8943598	sub-UTD-DN0106	P2	3+	spot_graph_steps	3265	-0.00911688107635622
GSM8943598	sub-UTD-DN0106	P3	0	spot_graph_steps	36	0.0019256531906521694
GSM8943598	sub-UTD-DN0106	P3	1	spot_graph_steps	218	0.003921597237329755
GSM8943598	sub-UTD-DN0106	P3	2	spot_graph_steps	388	0.005028093828695264
GSM8943598	sub-UTD-DN0106	P3	3+	spot_graph_steps	3265	0.0032753984714655304
GSM8943598	sub-UTD-DN0106	P4	0	spot_graph_steps	36	-0.05456321634476249
GSM8943598	sub-UTD-DN0106	P4	1	spot_graph_steps	218	-0.0639876466400827
GSM8943598	sub-UTD-DN0106	P4	2	spot_graph_steps	388	-0.06227768686673232
GSM8943598	sub-UTD-DN0106	P4	3+	spot_graph_steps	3265	-0.027380488001613565
GSM8943598	sub-UTD-DN0106	P5	0	spot_graph_steps	36	0.03653630709932005
GSM8943598	sub-UTD-DN0106	P5	1	spot_graph_steps	218	0.04717017976351351
GSM8943598	sub-UTD-DN0106	P5	2	spot_graph_steps	388	0.04759075243398501
GSM8943598	sub-UTD-DN0106	P5	3+	spot_graph_steps	3265	0.022025415306580958
GSM8943598	sub-UTD-DN0106	P10	0	spot_graph_steps	36	-0.05903878585518515
GSM8943598	sub-UTD-DN0106	P10	1	spot_graph_steps	218	-0.06889358929108662
GSM8943598	sub-UTD-DN0106	P10	2	spot_graph_steps	388	-0.06687267224176721
GSM8943598	sub-UTD-DN0106	P10	3+	spot_graph_steps	3265	-0.02956718437572957
