gene	module	gene_id	current_symbol	mapping_method	is_non_grey	candidate	include_in_block_map	exclusion_reason
TSKU	yellow	25987	TSKU	unique_official_exact	True	True	True	included
SLC40A1	blue	30061	SLC40A1	unique_official_exact	True	True	True	included
VKORC1L1	yellow	154807	VKORC1L1	unique_official_exact	True	True	True	included
NLRP1	magenta	22861	NLRP1	unique_official_exact	True	True	True	included
ST6GALNAC2	brown	10610	ST6GALNAC2	unique_official_exact	True	True	True	included
SLC2A1	green	6513	SLC2A1	unique_official_exact	True	True	True	included
SORL1	red	6653	SORL1	unique_official_exact	True	True	True	included
VLDLR	yellow	7436	VLDLR	unique_official_exact	True	True	True	included
DUSP1	yellow	1843	DUSP1	unique_official_exact	True	True	True	included
SRSF5	turquoise	6430	SRSF5	unique_official_exact	True	True	True	included
CCNL2	turquoise	81669	CCNL2	unique_official_exact	True	True	True	included
CD74	blue	972	CD74	unique_official_exact	True	True	True	included
ALDH1A2	yellow	8854	ALDH1A2	unique_official_exact	True	True	True	included
TMEM132C	yellow	92293	TMEM132C	unique_official_exact	True	True	True	included
FRZB	red	2487	FRZB	unique_official_exact	True	True	True	included
PAM	blue	5066	PAM	unique_official_exact	True	True	True	included
EGFL7	black	51162	EGFL7	unique_official_exact	True	True	True	included
RASEF	brown	158158	RASEF	unique_official_exact	True	True	True	included
PRDM16	brown	63976	PRDM16	unique_official_exact	True	True	True	included
CPE	yellow	1363	CPE	unique_official_exact	True	True	True	included
ECRG4	turquoise	84417	ECRG4	unique_official_exact	True	True	True	included
CARMN	turquoise	728264	CARMN	unique_official_exact	True	True	True	included
PCDH18	yellow	54510	PCDH18	unique_official_exact	True	True	True	included
NLGN4X	brown	57502	NLGN4X	unique_official_exact	True	True	True	included
HRH1	green	3269	HRH1	unique_official_exact	True	True	True	included
SDK2	brown	54549	SDK2	unique_official_exact	True	True	True	included
BCAT1	blue	586	BCAT1	unique_official_exact	True	True	True	included
DMD	brown	1756	DMD	unique_official_exact	True	True	True	included
ALDH1A3	brown	220	ALDH1A3	unique_official_exact	True	True	True	included
HLA-DQA1	grey	3117	HLA-DQA1	unique_official_exact	False	False	False	grey_not_a_network_block
ADH1B	yellow	125	ADH1B	unique_official_exact	True	True	True	included
OGN	red	4969	OGN	unique_official_exact	True	True	True	included
KIAA1549L	brown	25758	KIAA1549L	unique_official_exact	True	True	True	included
SELENOP	blue	6414	SELENOP	unique_official_exact	True	True	True	included
THBS4	green	7060	THBS4	unique_official_exact	True	True	True	included
HMCN2	black	256158	HMCN2	unique_official_exact	True	True	True	included
AKR1C1	yellow	1645	AKR1C1	unique_official_exact	True	True	True	included
FTL	yellow	2512	FTL	unique_official_exact	True	True	True	included
ADAM23	brown	8745	ADAM23	unique_official_exact	True	True	True	included
C1S	blue	716	C1S	unique_official_exact	True	True	True	included
NHS	green	4810	NHS	unique_official_exact	True	True	True	included
IDH1	yellow	3417	IDH1	unique_official_exact	True	True	True	included
EGR1	grey	1958	EGR1	unique_official_exact	False	False	False	grey_not_a_network_block
ABCA9	grey	10350	ABCA9	unique_official_exact	False	False	False	grey_not_a_network_block
FAM193B	turquoise	54540	FAM193B	unique_official_exact	True	True	True	included
TIMP4	yellow	7079	TIMP4	unique_official_exact	True	True	True	included
FAM107B	yellow	83641	FAM107B	unique_official_exact	True	True	True	included
SEMA3B	brown	7869	SEMA3B	unique_official_exact	True	True	True	included
CGNL1	red	84952	CGNL1	unique_official_exact	True	True	True	included
NOTCH3	pink	4854	NOTCH3	unique_official_exact	True	True	True	included
MAG	brown	4099	MAG	unique_official_exact	True	True	True	included
PRUNE2	yellow	158471	PRUNE2	unique_official_exact	True	True	True	included
ITM2C	brown	81618	ITM2C	unique_official_exact	True	True	True	included
ID4	yellow	3400	ID4	unique_official_exact	True	True	True	included
PRSS23	grey	11098	PRSS23	unique_official_exact	False	False	False	grey_not_a_network_block
LAMA5	turquoise	3911	LAMA5	unique_official_exact	True	True	True	included
CSPG4	turquoise	1464	CSPG4	unique_official_exact	True	True	True	included
PCDH10	brown	57575	PCDH10	unique_official_exact	True	True	True	included
SPRY4	grey	81848	SPRY4	unique_official_exact	False	False	False	grey_not_a_network_block
DAB2	blue	1601	DAB2	unique_official_exact	True	True	True	included
ACKR1	yellow	2532	ACKR1	unique_official_exact	True	True	True	included
TENM2	green	57451	TENM2	unique_official_exact	True	True	True	included
MAPK8IP3	turquoise	23162	MAPK8IP3	unique_official_exact	True	True	True	included
PFKFB3	yellow	5209	PFKFB3	unique_official_exact	True	True	True	included
RERGL	grey	79785	RERGL	unique_official_exact	False	False	False	grey_not_a_network_block
ELFN2	green	114794	ELFN2	unique_official_exact	True	True	True	included
DNHD1	turquoise	144132	DNHD1	unique_official_exact	True	True	True	included
SEMA3G	yellow	56920	SEMA3G	unique_official_exact	True	True	True	included
CASQ2	pink	845	CASQ2	unique_official_exact	True	True	True	included
FLRT2	green	23768	FLRT2	unique_official_exact	True	True	True	included
TSC22D3	pink	1831	TSC22D3	unique_official_exact	True	True	True	included
CALB2	yellow	794	CALB2	unique_official_exact	True	True	True	included
MEG3	turquoise	55384	MEG3	unique_official_exact	True	True	True	included
CP	yellow	1356	CP	unique_official_exact	True	True	True	included
DNM1	yellow	1759	DNM1	unique_official_exact	True	True	True	included
LRRC4C	brown	57689	LRRC4C	unique_official_exact	True	True	True	included
ACTA2	pink	59	ACTA2	unique_official_exact	True	True	True	included
BGN	grey	633	BGN	unique_official_exact	False	False	False	grey_not_a_network_block
CPAMD8	magenta	27151	CPAMD8	unique_official_exact	True	True	True	included
FMN2	brown	56776	FMN2	unique_official_exact	True	True	True	included
ABCA10	turquoise	10349	ABCA10	unique_official_exact	True	True	True	included
FLNC	pink	2318	FLNC	unique_official_exact	True	True	True	included
CX3CL1	pink	6376	CX3CL1	unique_official_exact	True	True	True	included
CYB5R2	brown	51700	CYB5R2	unique_official_exact	True	True	True	included
ADCY4	turquoise	196883	ADCY4	unique_official_exact	True	True	True	included
GBP4	black	115361	GBP4	unique_official_exact	True	True	True	included
MNDA	blue	4332	MNDA	unique_official_exact	True	True	True	included
MYO5C	black	55930	MYO5C	unique_official_exact	True	True	True	included
COL27A1	turquoise	85301	COL27A1	unique_official_exact	True	True	True	included
GPC3	blue	2719	GPC3	unique_official_exact	True	True	True	included
GIMAP4	yellow	55303	GIMAP4	unique_official_exact	True	True	True	included
CFB	red	629	CFB	unique_official_exact	True	True	True	included
SESN3	brown	143686	SESN3	unique_official_exact	True	True	True	included
SOX2	brown	6657	SOX2	unique_official_exact	True	True	True	included
ACVR1C	yellow	130399	ACVR1C	unique_official_exact	True	True	True	included
ZMAT1	turquoise	84460	ZMAT1	unique_official_exact	True	True	True	included
THBS1	green	7057	THBS1	unique_official_exact	True	True	True	included
CD4	blue	920	CD4	unique_official_exact	True	True	True	included
TTTY15	grey	64595	TTTY15	unique_official_exact	False	False	False	grey_not_a_network_block
PLEKHA4	green	57664	PLEKHA4	unique_official_exact	True	True	True	included
C6	yellow	729	C6	unique_official_exact	True	True	True	included
TSHZ2	yellow	128553	TSHZ2	unique_official_exact	True	True	True	included
SIPA1L2	brown	57568	SIPA1L2	unique_official_exact	True	True	True	included
COLEC12	blue	81035	COLEC12	unique_official_exact	True	True	True	included
LRP4	grey	4038	LRP4	unique_official_exact	False	False	False	grey_not_a_network_block
HTRA3	blue	94031	HTRA3	unique_official_exact	True	True	True	included
SLC24A3	yellow	57419	SLC24A3	unique_official_exact	True	True	True	included
PTPRB	black	5787	PTPRB	unique_official_exact	True	True	True	included
TMEM132B	brown	114795	TMEM132B	unique_official_exact	True	True	True	included
PPP2R2B	brown	5521	PPP2R2B	unique_official_exact	True	True	True	included
PLAAT5	yellow	117245	PLAAT5	unique_official_exact	True	True	True	included
OLFML2B	red	25903	OLFML2B	unique_official_exact	True	True	True	included
APOL6	yellow	80830	APOL6	unique_official_exact	True	True	True	included
TMEM176B	brown	28959	TMEM176B	unique_official_exact	True	True	True	included
ELN	yellow	2006	ELN	unique_official_exact	True	True	True	included
PDXDC2P	turquoise	109731405	PDXDC2P	unique_official_exact	True	True	True	included
MICALL2	brown	79778	MICALL2	unique_official_exact	True	True	True	included
AKR1C2	yellow	1646	AKR1C2	unique_official_exact	True	True	True	included
KALRN	turquoise	8997	KALRN	unique_official_exact	True	True	True	included
SEC31B	turquoise	25956	SEC31B	unique_official_exact	True	True	True	included
ACKR3	blue	57007	ACKR3	unique_official_exact	True	True	True	included
LINC00342	turquoise	150759	LINC00342	unique_official_exact	True	True	True	included
JUNB	yellow	3726	JUNB	unique_official_exact	True	True	True	included
GLP1R	grey	2740	GLP1R	unique_official_exact	False	False	False	grey_not_a_network_block
MEST	yellow	4232	MEST	unique_official_exact	True	True	True	included
TBX2	turquoise	6909	TBX2	unique_official_exact	True	True	True	included
CXCL12	yellow	6387	CXCL12	unique_official_exact	True	True	True	included
ITGB4	brown	3691	ITGB4	unique_official_exact	True	True	True	included
PNMA8A	grey	55228	PNMA8A	unique_official_exact	False	False	False	grey_not_a_network_block
ADAMTSL2	red	9719	ADAMTSL2	unique_official_exact	True	True	True	included
AR	yellow	367	AR	unique_official_exact	True	True	True	included
PCOLCE	blue	5118	PCOLCE	unique_official_exact	True	True	True	included
SLC16A7	yellow	9194	SLC16A7	unique_official_exact	True	True	True	included
AOX1	blue	316	AOX1	unique_official_exact	True	True	True	included
THSD4	green	79875	THSD4	unique_official_exact	True	True	True	included
HEMGN	grey	55363	HEMGN	unique_official_exact	False	False	False	grey_not_a_network_block
S100A9	blue	6280	S100A9	unique_official_exact	True	True	True	included
PTGIS	blue	5740	PTGIS	unique_official_exact	True	True	True	included
MME	brown	4311	MME	unique_official_exact	True	True	True	included
LAIR1	blue	3903	LAIR1	unique_official_exact	True	True	True	included
ABI3BP	green	25890	ABI3BP	unique_official_exact	True	True	True	included
ADAM33	turquoise	80332	ADAM33	unique_official_exact	True	True	True	included
FZD1	green	8321	FZD1	unique_official_exact	True	True	True	included
NFASC	brown	23114	NFASC	unique_official_exact	True	True	True	included
APLNR	yellow	187	APLNR	unique_official_exact	True	True	True	included
SEMA5A	brown	9037	SEMA5A	unique_official_exact	True	True	True	included
CAT	yellow	847	CAT	unique_official_exact	True	True	True	included
SIX1	yellow	6495	SIX1	unique_official_exact	True	True	True	included
MFAP5	red	8076	MFAP5	unique_official_exact	True	True	True	included
HSPG2	turquoise	3339	HSPG2	unique_official_exact	True	True	True	included
ARHGEF26	brown	26084	ARHGEF26	unique_official_exact	True	True	True	included
VWA1	brown	64856	VWA1	unique_official_exact	True	True	True	included
BCAM	pink	4059	BCAM	unique_official_exact	True	True	True	included
SEMA7A	brown	8482	SEMA7A	unique_official_exact	True	True	True	included
GFRA1	brown	2674	GFRA1	unique_official_exact	True	True	True	included
SELL	blue	6402	SELL	unique_official_exact	True	True	True	included
USP32P1	turquoise	162632	USP32P1	unique_official_exact	True	True	True	included
DDX3Y	grey	8653	DDX3Y	unique_official_exact	False	False	False	grey_not_a_network_block
MYO5B	green	4645	MYO5B	unique_official_exact	True	True	True	included
TSPYL2	turquoise	64061	TSPYL2	unique_official_exact	True	True	True	included
ROBO4	black	54538	ROBO4	unique_official_exact	True	True	True	included
NAIP	turquoise	4671	NAIP	unique_official_exact	True	True	True	included
MEGF9	brown	1955	MEGF9	unique_official_exact	True	True	True	included
TNFAIP2	magenta	7127	TNFAIP2	unique_official_exact	True	True	True	included
PLXNB1	turquoise	5364	PLXNB1	unique_official_exact	True	True	True	included
NPNT	green	255743	NPNT	unique_official_exact	True	True	True	included
SERPINE1	black	5054	SERPINE1	unique_official_exact	True	True	True	included
CDC25B	turquoise	994	CDC25B	unique_official_exact	True	True	True	included
MTRNR2L9	turquoise	100463487	MTRNR2L9	unique_official_exact	True	True	True	included
TNMD	yellow	64102	TNMD	unique_official_exact	True	True	True	included
PPP1R9A	brown	55607	PPP1R9A	unique_official_exact	True	True	True	included
FIBIN	green	387758	FIBIN	unique_official_exact	True	True	True	included
ATP8A1	brown	10396	ATP8A1	unique_official_exact	True	True	True	included
SOX2-OT	brown	347689	SOX2-OT	unique_official_exact	True	True	True	included
SPARCL1	pink	8404	SPARCL1	unique_official_exact	True	True	True	included
CCDC144A	turquoise	9720	CCDC144A	unique_official_exact	True	True	True	included
HSPB6	yellow	126393	HSPB6	unique_official_exact	True	True	True	included
STS	blue	412	STS	unique_official_exact	True	True	True	included
TLR4	blue	7099	TLR4	unique_official_exact	True	True	True	included
EPHB2	red	2048	EPHB2	unique_official_exact	True	True	True	included
EMX2OS	yellow	196047	EMX2OS	unique_official_exact	True	True	True	included
S1PR1	yellow	1901	S1PR1	unique_official_exact	True	True	True	included
HNRNPA2B1	turquoise	3181	HNRNPA2B1	unique_official_exact	True	True	True	included
ADAMTSL3	green	57188	ADAMTSL3	unique_official_exact	True	True	True	included
COL18A1	pink	80781	COL18A1	unique_official_exact	True	True	True	included
NXF1	turquoise	10482	NXF1	unique_official_exact	True	True	True	included
MYO1F	blue	4542	MYO1F	unique_official_exact	True	True	True	included
DOCK11	yellow	139818	DOCK11	unique_official_exact	True	True	True	included
CCDC69	yellow	26112	CCDC69	unique_official_exact	True	True	True	included
GGT5	yellow	2687	GGT5	unique_official_exact	True	True	True	included
CFI	grey	3426	CFI	unique_official_exact	False	False	False	grey_not_a_network_block
SRPX2	yellow	27286	SRPX2	unique_official_exact	True	True	True	included
PDZD4	brown	57595	PDZD4	unique_official_exact	True	True	True	included
BTAF1	turquoise	9044	BTAF1	unique_official_exact	True	True	True	included
MYL9	pink	10398	MYL9	unique_official_exact	True	True	True	included
ABCA5	turquoise	23461	ABCA5	unique_official_exact	True	True	True	included
DEPP1	yellow	11067	DEPP1	unique_official_exact	True	True	True	included
IGFBP5	blue	3488	IGFBP5	unique_official_exact	True	True	True	included
ISLR	blue	3671	ISLR	unique_official_exact	True	True	True	included
BMPR1B	green	658	BMPR1B	unique_official_exact	True	True	True	included
XRRA1	grey	143570	XRRA1	unique_official_exact	False	False	False	grey_not_a_network_block
COL1A2	blue	1278	COL1A2	unique_official_exact	True	True	True	included
SOX18	yellow	54345	SOX18	unique_official_exact	True	True	True	included
SIK2	yellow	23235	SIK2	unique_official_exact	True	True	True	included
PRKCB	blue	5579	PRKCB	unique_official_exact	True	True	True	included
SLC25A27	turquoise	9481	SLC25A27	unique_official_exact	True	True	True	included
AKR1B1	grey	231	AKR1B1	unique_official_exact	False	False	False	grey_not_a_network_block
TENM3	brown	55714	TENM3	unique_official_exact	True	True	True	included
FADS3	magenta	3995	FADS3	unique_official_exact	True	True	True	included
DDIT4	grey	54541	DDIT4	unique_official_exact	False	False	False	grey_not_a_network_block
MMD	yellow	23531	MMD	unique_official_exact	True	True	True	included
SNCA	brown	6622	SNCA	unique_official_exact	True	True	True	included
PDE5A	grey	8654	PDE5A	unique_official_exact	False	False	False	grey_not_a_network_block
GIMAP6	yellow	474344	GIMAP6	unique_official_exact	True	True	True	included
FST	blue	10468	FST	unique_official_exact	True	True	True	included
ITGA10	turquoise	8515	ITGA10	unique_official_exact	True	True	True	included
FBLN5	blue	10516	FBLN5	unique_official_exact	True	True	True	included
STARD9	turquoise	57519	STARD9	unique_official_exact	True	True	True	included
HEY2	pink	23493	HEY2	unique_official_exact	True	True	True	included
