resource	comparison	module_id	block	removed_genes	remaining_up	remaining_down	delta_S_full	delta_S_after_block_removal	change_in_delta_S	status
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	magenta	1	46	78	0.009828012872847972	0.010669071850937687	0.0008410589780897156	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	pink	2	45	78	0.009828012872847972	0.012104792464426434	0.002276779591578463	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	red	2	47	76	0.009828012872847972	0.009954842505968366	0.00012682963312039483	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	turquoise	11	41	73	0.009828012872847972	0.021984830292314066	0.012156817419466094	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	yellow	5	44	76	0.009828012872847972	0.0009062345842336594	-0.008921778288614311	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	black	13	299	319	-0.05049691773824523	-0.052771448242592736	-0.002274530504347505	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	blue	52	293	286	-0.05049691773824523	-0.04885066566054397	0.001646252077701263	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	brown	48	284	299	-0.05049691773824523	-0.03859096488790179	0.011905952850343439	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	green	29	276	326	-0.05049691773824523	-0.0495379223786082	0.0009589953596370326	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	magenta	4	299	328	-0.05049691773824523	-0.04985334181243262	0.0006435759258126145	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	pink	5	299	327	-0.05049691773824523	-0.05068033992446562	-0.00018342218622038886	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	red	16	294	321	-0.05049691773824523	-0.04885055695927047	0.0016463607789747592	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	turquoise	74	249	308	-0.05049691773824523	-0.04742476337257615	0.003072154365669079	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_early_allcell	yellow	31	287	313	-0.05049691773824523	-0.05115783140714292	-0.0006609136688976863	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	black	72	1315	1679	-0.03550093210508862	-0.035252719318914494	0.00024821278617412346	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	blue	156	1303	1607	-0.03550093210508862	-0.036028738666036786	-0.0005278065609481686	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	brown	188	1324	1554	-0.03550093210508862	-0.033820372732490944	0.001680559372597673	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	green	66	1364	1636	-0.03550093210508862	-0.035873870338219524	-0.0003729382331309067	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	magenta	18	1363	1685	-0.03550093210508862	-0.03486797971865763	0.0006329523864309905	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	pink	45	1339	1682	-0.03550093210508862	-0.034559121859547	0.0009418102455416161	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	red	76	1369	1621	-0.03550093210508862	-0.035815257155114494	-0.0003143250500258765	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	turquoise	178	1243	1645	-0.03550093210508862	-0.03226331925816421	0.0032376128469244064	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_allcell	yellow	169	1262	1635	-0.03550093210508862	-0.033515932932323494	0.001984999172765123	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	black	9	129	284	0.025445955908184794	0.027613170032645417	0.002167214124460623	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	blue	24	122	276	0.025445955908184794	0.02546864413333092	2.268822514612731e-05	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	brown	39	128	255	0.025445955908184794	0.03149107000067104	0.0060451140924862486	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	green	19	132	271	0.025445955908184794	0.024034871066989365	-0.0014110848411954292	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	magenta	2	132	288	0.025445955908184794	0.025395333383779188	-5.062252440560591e-05	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	pink	6	131	285	0.025445955908184794	0.02659058150600659	0.0011446255978217953	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	red	13	128	281	0.025445955908184794	0.024108711051917718	-0.001337244856267076	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	turquoise	43	119	260	0.025445955908184794	0.03032488160197353	0.0048789256937887375	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_late_neuron	yellow	22	127	273	0.025445955908184794	0.021900143663552356	-0.003545812244632438	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	black	2	319	131	-0.01633207935284774	-0.015091307567430311	0.001240771785417429	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	blue	37	304	111	-0.01633207935284774	-0.019261052419648313	-0.0029289730668005734	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	brown	28	307	117	-0.01633207935284774	-0.013721213775123912	0.0026108655777238275	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	green	14	308	130	-0.01633207935284774	-0.014097421885073232	0.0022346574677745076	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	magenta	3	316	133	-0.01633207935284774	-0.0160346155777851	0.00029746377506264035	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	pink	3	317	132	-0.01633207935284774	-0.01675424929694631	-0.00042216994409857017	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	red	10	315	127	-0.01633207935284774	-0.017748130585289453	-0.0014160512324417132	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	turquoise	36	286	130	-0.01633207935284774	-0.015829237072471247	0.0005028422803764927	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_severity	yellow	25	306	121	-0.01633207935284774	-0.020442843976321408	-0.004110764623473668	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	black	2	17	41	0.0067523960673221625	-0.00019076497890697236	-0.006943161046229135	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	blue	4	17	39	0.0067523960673221625	0.010204091365856878	0.0034516952985347155	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	brown	1	17	42	0.0067523960673221625	0.010612604880502863	0.0038602088131807002	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	pink	1	17	42	0.0067523960673221625	0.007541697556205665	0.0007893014888835023	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	red	1	17	42	0.0067523960673221625	0.00560872099151212	-0.0011436750758100425	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	turquoise	3	17	40	0.0067523960673221625	-0.0021256486803191907	-0.008878044747641353	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	original_xenium	yellow	5	16	39	0.0067523960673221625	0.006760291011309365	7.894943987202252e-06	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	black	2	219	116	-0.01600787628432083	-0.014603519246968347	0.0014043570373524841	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	blue	31	208	98	-0.01600787628432083	-0.01827108886825837	-0.0022632125839375378	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	brown	23	210	104	-0.01600787628432083	-0.012219457493507477	0.003788418790813354	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	green	11	211	115	-0.01600787628432083	-0.013895643309616155	0.0021122329747046767	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	magenta	2	217	118	-0.01600787628432083	-0.01603588766861301	-2.8011384292179337e-05	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	pink	2	218	117	-0.01600787628432083	-0.016501959822069118	-0.0004940835377482862	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	red	8	217	112	-0.01600787628432083	-0.017594261683660073	-0.0015863853993392414	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	turquoise	27	195	115	-0.01600787628432083	-0.015935262843068343	7.261344125248856e-05	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	severity_neuron_residual	yellow	19	211	107	-0.01600787628432083	-0.020545402475932305	-0.004537526191611473	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	black	68	1244	1585	0.0058394150049486965	0.00461202132372201	-0.0012273936812266864	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	blue	145	1237	1515	0.0058394150049486965	0.00542013522976126	-0.00041927977518743664	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	brown	174	1252	1471	0.0058394150049486965	0.0035970983770880994	-0.002242316627860597	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	green	62	1290	1545	0.0058394150049486965	0.005872433833660554	3.301882871185706e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	magenta	17	1290	1590	0.0058394150049486965	0.005933143938804598	9.372893385590185e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	pink	42	1268	1587	0.0058394150049486965	0.005218478589511913	-0.0006209364154367838	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	red	71	1296	1530	0.0058394150049486965	0.005991518187659285	0.00015210318271058863	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	turquoise	164	1178	1555	0.0058394150049486965	0.006369397279153502	0.0005299822742048056	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_allcell_residual	yellow	159	1196	1542	0.0058394150049486965	0.001296926506354386	-0.004542488498594311	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	black	5	78	187	-0.001601195530405406	-0.0018384871185581444	-0.00023729158815273847	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	blue	15	73	182	-0.001601195530405406	0.0012325799911983265	0.0028337755216037326	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	brown	26	77	167	-0.001601195530405406	-0.005647533332938308	-0.004046337802532902	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	green	15	78	177	-0.001601195530405406	-0.001672841973704551	-7.164644329914508e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	magenta	1	79	190	-0.001601195530405406	-0.0015417148809181145	5.9480649487291416e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	pink	3	79	188	-0.001601195530405406	-0.0013760053611588858	0.00022519016924652012	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	red	9	76	185	-0.001601195530405406	0.0003933057719220038	0.0019945013023274097	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	turquoise	31	71	168	-0.001601195530405406	-0.0027239225448972403	-0.0011227270144918344	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_neuron_residual	yellow	12	76	182	-0.001601195530405406	-0.003078071575657563	-0.0014768760452521573	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	black	4	44	78	0.002172282769651419	-0.0015309295429010153	-0.0037032123125524345	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	blue	8	42	76	0.002172282769651419	0.005374723476631795	0.003202440706980376	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	brown	12	45	69	0.002172282769651419	-0.00379262737454502	-0.005964910144196439	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	green	4	47	75	0.002172282769651419	0.0026203594598691055	0.00044807669021768633	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	magenta	1	46	79	0.002172282769651419	0.0017978237445684352	-0.00037445902508298403	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	pink	2	45	79	0.002172282769651419	0.0015776757439232613	-0.0005946070257281579	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	red	2	47	77	0.002172282769651419	0.0020271688808696396	-0.0001451138887817796	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	turquoise	11	41	74	0.002172282769651419	0.0008038122892346923	-0.001368470480416727	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	late_shared_concordant_neuronal_core	yellow	5	44	77	0.002172282769651419	-0.0006632341956372282	-0.0028355169652886474	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	black	13	300	320	0.02195907296925262	0.023216846418160558	0.0012577734489079388	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	blue	52	294	287	0.02195907296925262	0.021827387450811336	-0.0001316855184412824	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	brown	48	285	300	0.02195907296925262	0.014529160891133692	-0.007429912078118927	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	green	29	277	327	0.02195907296925262	0.021235724738087998	-0.0007233482311646208	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	magenta	4	300	329	0.02195907296925262	0.02176723056118775	-0.00019184240806486771	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	pink	5	300	328	0.02195907296925262	0.02154577288562104	-0.0004133000836315792	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	red	16	295	322	0.02195907296925262	0.021517742173532698	-0.0004413307957199207	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	turquoise	74	250	309	0.02195907296925262	0.022349597340965557	0.00039052437171293794	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_early_allcell	yellow	31	288	314	0.02195907296925262	0.022787319602946738	0.0008282466336941192	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	black	72	1323	1694	0.005868100387690789	0.004598774332237148	-0.0012693260554536411	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	blue	156	1311	1622	0.005868100387690789	0.005588126931752819	-0.00027997345593797074	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	brown	188	1332	1569	0.005868100387690789	0.003442764385916365	-0.0024253360017744245	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	green	66	1372	1651	0.005868100387690789	0.005918004364251536	4.990397656074678e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	magenta	18	1371	1700	0.005868100387690789	0.005946331870412776	7.82314827219863e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	pink	45	1347	1697	0.005868100387690789	0.005231955049878601	-0.0006361453378121882	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	red	76	1377	1636	0.005868100387690789	0.0059965263936372125	0.0001284260059464231	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	turquoise	178	1251	1660	0.005868100387690789	0.00639994175742593	0.0005318413697351409	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_allcell	yellow	169	1270	1650	0.005868100387690789	0.0014054897638096193	-0.00446261062388117	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	black	9	128	286	-0.0011965772211044326	-0.0026654470207864277	-0.0014688697996819951	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	blue	24	121	278	-0.0011965772211044326	0.0015733768225603695	0.002769954043664802	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	brown	39	127	257	-0.0011965772211044326	-0.005332880795230922	-0.0041363035741264894	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	green	19	131	273	-0.0011965772211044326	-0.0011739726103423497	2.2604610762082906e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	magenta	2	131	290	-0.0011965772211044326	-0.0013026491019784863	-0.00010607188087405372	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	pink	6	130	287	-0.0011965772211044326	-0.0010913559227000813	0.00010522129840435132	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	red	13	127	283	-0.0011965772211044326	0.0001242078493961644	0.001320785070500597	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	turquoise	43	118	262	-0.0011965772211044326	-0.002614298821217974	-0.0014177216001135414	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_late_neuron	yellow	22	126	275	-0.0011965772211044326	-0.002629279380698496	-0.0014327021595940635	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	black	2	319	132	0.010290200334356098	0.011148984765963503	0.0008587844316074057	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	blue	37	304	112	0.010290200334356098	0.010617450999825055	0.00032725066546895713	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	brown	28	307	118	0.010290200334356098	0.006956474838007612	-0.003333725496348486	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	green	14	308	131	0.010290200334356098	0.010194280031136439	-9.592030321965879e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	magenta	3	316	134	0.010290200334356098	0.01027136897000628	-1.883136434981808e-05	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	pink	3	317	133	0.010290200334356098	0.010422063575805173	0.00013186324144907544	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	red	10	315	128	0.010290200334356098	0.009244974566565721	-0.0010452257677903767	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	turquoise	36	286	131	0.010290200334356098	0.010169608456547529	-0.00012059187780856864	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_severity	yellow	25	306	122	0.010290200334356098	0.012009517111047438	0.00171931677669134	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	black	2	17	41	-0.001473371081818161	-0.0012189905720124909	0.00025438050980567013	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	blue	4	17	39	-0.001473371081818161	-0.0064080412698973395	-0.0049346701880791785	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	brown	1	17	42	-0.001473371081818161	-0.00483606939691026	-0.003362698315092099	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	pink	1	17	42	-0.001473371081818161	-0.0013587331972467207	0.0001146378845714403	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	red	1	17	42	-0.001473371081818161	-0.0017763225457726782	-0.00030295146395451725	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	turquoise	3	17	40	-0.001473371081818161	0.00025796593896519355	0.0017313370207833545	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	original_xenium	yellow	5	16	39	-0.001473371081818161	-0.005313492329141186	-0.003840121247323025	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	black	2	219	116	0.010154265408879393	0.011137181528948565	0.000982916120069172	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	blue	31	208	98	0.010154265408879393	0.010641706681996337	0.0004874412731169439	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	brown	23	210	104	0.010154265408879393	0.006681283191703627	-0.0034729822171757664	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	green	11	211	115	0.010154265408879393	0.009930593900177108	-0.0002236715087022851	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	magenta	2	217	118	0.010154265408879393	0.010155556027850012	1.2906189706188287e-06	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	pink	2	218	117	0.010154265408879393	0.010327148571694825	0.0001728831628154317	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	red	8	217	112	0.010154265408879393	0.009101190292203716	-0.0010530751166756766	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	turquoise	27	195	115	0.010154265408879393	0.010636974319724749	0.00048270891084535583	COMPLETED
original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	severity_neuron_residual	yellow	19	211	107	0.010154265408879393	0.012097734625763775	0.0019434692168843817	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	black	68	1236	1583	0.022891842812888568	0.0225072788683573	-0.00038456394453126666	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	blue	145	1229	1513	0.022891842812888568	0.022502144035076756	-0.0003896987778118123	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	brown	173	1244	1470	0.022891842812888568	0.02284607892831859	-4.576388456997704e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	green	62	1282	1543	0.022891842812888568	0.02347438272925008	0.000582539916361511	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	magenta	17	1282	1588	0.022891842812888568	0.022894774028786914	2.931215898345496e-06	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	pink	42	1260	1585	0.022891842812888568	0.023047458443667186	0.00015561563077861815	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	red	71	1288	1528	0.022891842812888568	0.023283074330491635	0.0003912315176030669	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	turquoise	164	1170	1553	0.022891842812888568	0.023489971301703376	0.0005981284888148079	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_allcell_residual	yellow	159	1188	1540	0.022891842812888568	0.022696672246612246	-0.00019517056627632243	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	black	5	74	193	0.001572722291509892	0.0013748723429278763	-0.00019784994858201583	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	blue	15	69	188	0.001572722291509892	-0.0016832132536594327	-0.0032559355451693248	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	brown	28	73	171	0.001572722291509892	-4.853331338775836e-05	-0.0016212556048976505	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	green	15	74	183	0.001572722291509892	0.0011429741926167504	-0.0004297480988931417	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	magenta	1	75	196	0.001572722291509892	0.0016029673824479156	3.024509093802353e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	pink	3	75	194	0.001572722291509892	0.001497750749324696	-7.497154218519611e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	red	9	72	191	0.001572722291509892	0.0013796239563012933	-0.00019309833520859878	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	turquoise	31	67	174	0.001572722291509892	0.0036884973444192186	0.0021157750529093265	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_neuron_residual	yellow	11	73	188	0.001572722291509892	0.0023781422302284957	0.0008054199387186036	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	black	4	45	78	0.03727446063565225	0.03739131838133182	0.00011685774567957163	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	blue	8	43	76	0.03727446063565225	0.034134790437544825	-0.0031396701981074235	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	brown	12	46	69	0.03727446063565225	0.03691934065350709	-0.00035511998214515783	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	green	4	48	75	0.03727446063565225	0.038996579833771805	0.0017221191981195566	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	magenta	1	47	79	0.03727446063565225	0.037321653586985824	4.719295133357587e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	pink	2	46	79	0.03727446063565225	0.03820633529282539	0.0009318746571731415	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	red	2	48	77	0.03727446063565225	0.03787583800424846	0.0006013773685962093	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	turquoise	11	42	74	0.03727446063565225	0.03908077124473186	0.0018063106090796116	COMPLETED
