gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol
LINC00707	LINC00707	False	100507127	official_exact	LINC00707
AL392086.3	AL392086.3	False		unresolved_or_ambiguous	
LINC02665	LINC02665	False	105376386	official_exact	LINC02665
SFMBT2	SFMBT2	False	57713	official_exact	SFMBT2
LINC02642	LINC02642	False	105376388	official_exact	LINC02642
AL445070.1	AL445070.1	False		unresolved_or_ambiguous	
ITIH5	ITIH5	False	80760	official_exact	ITIH5
ITIH2	ITIH2	False	3698	official_exact	ITIH2
KIN	KIN	False	22944	official_exact	KIN
ATP5F1C	ATP5F1C	False	509	official_exact	ATP5F1C
TAF3	TAF3	False	83860	official_exact	TAF3
GATA3	GATA3	False	2625	official_exact	GATA3
GATA3-AS1	GATA3-AS1	False	399717	official_exact	GATA3-AS1
AL390294.1	AL390294.1	False		unresolved_or_ambiguous	
LINC00708	LINC00708	False	100507143	official_exact	LINC00708
AL390835.1	AL390835.1	False		unresolved_or_ambiguous	
AC025946.1	AC025946.1	False		unresolved_or_ambiguous	
LINC02676	LINC02676	False	105755953	official_exact	LINC02676
AC044784.1	AC044784.1	False		unresolved_or_ambiguous	
LINC00709	LINC00709	False	100507163	official_exact	LINC00709
AL138773.1	AL138773.1	False		unresolved_or_ambiguous	
LINC02663	LINC02663	False	105376402	official_exact	LINC02663
LINC02670	LINC02670	False	101928298	official_exact	LINC02670
AL354916.1	AL354916.1	False		unresolved_or_ambiguous	
AL583859.1	AL583859.1	False		unresolved_or_ambiguous	
CELF2-DT	CELF2-DT	False	101928322	official_exact	CELF2-DT
AL583859.3	AL583859.3	False		unresolved_or_ambiguous	
SFTA1P	SFTA1P	False	207107	official_exact	SFTA1P
CELF2	CELF2	False	10659	official_exact	CELF2
LINC00710	LINC00710	False	254312	official_exact	LINC00710
AL136369.2	AL136369.2	False		unresolved_or_ambiguous	
AL136369.1	AL136369.1	False		unresolved_or_ambiguous	
AL162408.1	AL162408.1	False		unresolved_or_ambiguous	
CELF2-AS2	CELF2-AS2	False	439950	official_exact	CELF2-AS2
AL136320.1	AL136320.1	False		unresolved_or_ambiguous	
CELF2-AS1	CELF2-AS1	False	414196	official_exact	CELF2-AS1
USP6NL	USP6NL	False	9712	official_exact	USP6NL
AL512631.2	AL512631.2	False		unresolved_or_ambiguous	
AL512631.1	AL512631.1	False		unresolved_or_ambiguous	
ECHDC3	ECHDC3	False	79746	official_exact	ECHDC3
PROSER2	PROSER2	False	254427	official_exact	PROSER2
PROSER2-AS1	PROSER2-AS1	False	219731	official_exact	PROSER2-AS1
UPF2	UPF2	False	26019	official_exact	UPF2
DHTKD1	DHTKD1	False	55526	official_exact	DHTKD1
SEC61A2	SEC61A2	False	55176	official_exact	SEC61A2
NUDT5	NUDT5	False	11164	official_exact	NUDT5
CDC123	CDC123	False	8872	official_exact	CDC123
AL512770.1	AL512770.1	False		unresolved_or_ambiguous	
CAMK1D	CAMK1D	False	57118	official_exact	CAMK1D
AL731559.1	AL731559.1	False		unresolved_or_ambiguous	
AL353586.1	AL353586.1	False		unresolved_or_ambiguous	
CCDC3	CCDC3	False	83643	official_exact	CCDC3
OPTN	OPTN	False	10133	official_exact	OPTN
MCM10	MCM10	False	55388	official_exact	MCM10
UCMA	UCMA	False	221044	official_exact	UCMA
PHYH	PHYH	False	5264	official_exact	PHYH
SEPHS1	SEPHS1	False	22929	official_exact	SEPHS1
AL355870.2	AL355870.2	False		unresolved_or_ambiguous	
AL355870.1	AL355870.1	False		unresolved_or_ambiguous	
BEND7	BEND7	False	222389	official_exact	BEND7
AL590677.1	AL590677.1	False		unresolved_or_ambiguous	
PRPF18	PRPF18	False	8559	official_exact	PRPF18
AL157392.3	AL157392.3	False		unresolved_or_ambiguous	
FRMD4A	FRMD4A	False	55691	official_exact	FRMD4A
AL157392.4	AL157392.4	False		unresolved_or_ambiguous	
AL157392.1	AL157392.1	False		unresolved_or_ambiguous	
AL157392.2	AL157392.2	False		unresolved_or_ambiguous	
AC044781.1	AC044781.1	False		unresolved_or_ambiguous	
AL157896.1	AL157896.1	False		unresolved_or_ambiguous	
AL139405.1	AL139405.1	False		unresolved_or_ambiguous	
FAM107B	FAM107B	False	83641	official_exact	FAM107B
AL158168.1	AL158168.1	False		unresolved_or_ambiguous	
CDNF	CDNF	False	441549	official_exact	CDNF
HSPA14	HSPA14	False	51182	official_exact	HSPA14
AC069544.1	AC069544.1	False		unresolved_or_ambiguous	
SUV39H2	SUV39H2	False	79723	official_exact	SUV39H2
DCLRE1C	DCLRE1C	False	64421	official_exact	DCLRE1C
MEIG1	MEIG1	False	644890	official_exact	MEIG1
OLAH	OLAH	False	55301	official_exact	OLAH
ACBD7	ACBD7	False	414149	official_exact	ACBD7
RPP38-DT	RPP38-DT	False	221060	official_exact	RPP38-DT
RPP38	RPP38	False	10557	official_exact	RPP38
NMT2	NMT2	False	9397	official_exact	NMT2
FAM171A1	FAM171A1	False	221061	official_exact	FAM171A1
AL607028.1	AL607028.1	False		unresolved_or_ambiguous	
ITGA8	ITGA8	False	8516	official_exact	ITGA8
MINDY3	MINDY3	False	80013	official_exact	MINDY3
LINC02654	LINC02654	False	102724039	official_exact	LINC02654
PTER	PTER	False	9317	official_exact	PTER
C1QL3	C1QL3	False	389941	official_exact	C1QL3
AL353576.1	AL353576.1	False		unresolved_or_ambiguous	
RSU1	RSU1	False	6251	official_exact	RSU1
AC073367.1	AC073367.1	False		unresolved_or_ambiguous	
AL365215.2	AL365215.2	False		unresolved_or_ambiguous	
CUBN	CUBN	False	8029	official_exact	CUBN
TRDMT1	TRDMT1	False	1787	official_exact	TRDMT1
VIM-AS1	VIM-AS1	False	100507347	official_exact	VIM-AS1
VIM	VIM	False	7431	official_exact	VIM
AL133415.1	AL133415.1	False		unresolved_or_ambiguous	
ST8SIA6	ST8SIA6	False	338596	official_exact	ST8SIA6
ST8SIA6-AS1	ST8SIA6-AS1	False	100128098	official_exact	ST8SIA6-AS1
HACD1	HACD1	False	9200	official_exact	HACD1
STAM-AS1	STAM-AS1	False	102723166	unique_synonym	STAM-DT
STAM	STAM	False	8027	official_exact	STAM
AC069542.1	AC069542.1	False		unresolved_or_ambiguous	
TMEM236	TMEM236	False	653567	official_exact	TMEM236
MRC1	MRC1	False	4360	official_exact	MRC1
AC069023.1	AC069023.1	False		unresolved_or_ambiguous	
SLC39A12	SLC39A12	False	221074	official_exact	SLC39A12
SLC39A12-AS1	SLC39A12-AS1	False	100129213	official_exact	SLC39A12-AS1
CACNB2	CACNB2	False	783	official_exact	CACNB2
AL390783.1	AL390783.1	False		unresolved_or_ambiguous	
AL450384.2	AL450384.2	False		unresolved_or_ambiguous	
AL450384.1	AL450384.1	False		unresolved_or_ambiguous	
NSUN6	NSUN6	False	221078	official_exact	NSUN6
ARL5B	ARL5B	False	221079	official_exact	ARL5B
AL512641.1	AL512641.1	False		unresolved_or_ambiguous	
MALRD1	MALRD1	False	340895	official_exact	MALRD1
AL590378.1	AL590378.1	False		unresolved_or_ambiguous	
AL157895.1	AL157895.1	False		unresolved_or_ambiguous	
AL353147.1	AL353147.1	False		unresolved_or_ambiguous	
PLXDC2	PLXDC2	False	84898	official_exact	PLXDC2
AC069549.1	AC069549.1	False		unresolved_or_ambiguous	
AC069549.2	AC069549.2	False		unresolved_or_ambiguous	
NEBL	NEBL	False	10529	official_exact	NEBL
C10orf113	C10orf113	False	10529	unique_synonym	NEBL
NEBL-AS1	NEBL-AS1	False	100128511	official_exact	NEBL-AS1
LINC02643	LINC02643	False	105376444	official_exact	LINC02643
MIR1915HG	MIR1915HG	False	399726	official_exact	MIR1915HG
SKIDA1	SKIDA1	False	387640	official_exact	SKIDA1
MLLT10	MLLT10	False	8028	official_exact	MLLT10
AL358780.1	AL358780.1	False		unresolved_or_ambiguous	
DNAJC1	DNAJC1	False	64215	official_exact	DNAJC1
AL359697.1	AL359697.1	False		unresolved_or_ambiguous	
EBLN1	EBLN1	False	340900	official_exact	EBLN1
AL157831.2	AL157831.2	False		unresolved_or_ambiguous	
AL157831.3	AL157831.3	False		unresolved_or_ambiguous	
AL158211.1	AL158211.1	False		unresolved_or_ambiguous	
COMMD3	COMMD3	False	23412	official_exact	COMMD3
BMI1	BMI1	False	648	official_exact	BMI1
AL158211.4	AL158211.4	False		unresolved_or_ambiguous	
AL158211.2	AL158211.2	False		unresolved_or_ambiguous	
AL158211.3	AL158211.3	False		unresolved_or_ambiguous	
SPAG6	SPAG6	False	9576	official_exact	SPAG6
AL513128.1	AL513128.1	False		unresolved_or_ambiguous	
AL513128.3	AL513128.3	False		unresolved_or_ambiguous	
AL513128.2	AL513128.2	False		unresolved_or_ambiguous	
PIP4K2A	PIP4K2A	False	5305	official_exact	PIP4K2A
ARMC3	ARMC3	False	219681	official_exact	ARMC3
AL139815.1	AL139815.1	False		unresolved_or_ambiguous	
MSRB2	MSRB2	False	22921	official_exact	MSRB2
PTF1A	PTF1A	False	256297	official_exact	PTF1A
C10orf67	C10orf67	False	256815	official_exact	C10orf67
AL606469.1	AL606469.1	False		unresolved_or_ambiguous	
OTUD1	OTUD1	False	220213	official_exact	OTUD1
AL512603.2	AL512603.2	False		unresolved_or_ambiguous	
AL512603.1	AL512603.1	False		unresolved_or_ambiguous	
KIAA1217	KIAA1217	False	56243	official_exact	KIAA1217
AL356113.1	AL356113.1	False		unresolved_or_ambiguous	
ARHGAP21	ARHGAP21	False	57584	official_exact	ARHGAP21
AL157385.2	AL157385.2	False		unresolved_or_ambiguous	
PRTFDC1	PRTFDC1	False	56952	official_exact	PRTFDC1
AL512598.1	AL512598.1	False		unresolved_or_ambiguous	
ENKUR	ENKUR	False	219670	official_exact	ENKUR
THNSL1	THNSL1	False	79896	official_exact	THNSL1
LINC01516	LINC01516	False	101929025	official_exact	LINC01516
GPR158-AS1	GPR158-AS1	False	100128811	official_exact	GPR158-AS1
GPR158	GPR158	False	57512	official_exact	GPR158
LINC00836	LINC00836	False	101929052	official_exact	LINC00836
AL358612.1	AL358612.1	False		unresolved_or_ambiguous	
MYO3A	MYO3A	False	53904	official_exact	MYO3A
GAD2	GAD2	False	2572	official_exact	GAD2
APBB1IP	APBB1IP	False	54518	official_exact	APBB1IP
AL390961.1	AL390961.1	False		unresolved_or_ambiguous	
PDSS1	PDSS1	False	23590	official_exact	PDSS1
AL390961.2	AL390961.2	False		unresolved_or_ambiguous	
ABI1	ABI1	False	10006	official_exact	ABI1
ANKRD26	ANKRD26	False	22852	official_exact	ANKRD26
YME1L1	YME1L1	False	10730	official_exact	YME1L1
MASTL	MASTL	False	84930	official_exact	MASTL
ACBD5	ACBD5	False	91452	official_exact	ACBD5
AL160291.1	AL160291.1	False		unresolved_or_ambiguous	
LINC02673	LINC02673	False	101929180	official_exact	LINC02673
RAB18	RAB18	False	22931	official_exact	RAB18
LINC02680	LINC02680	False	105376463	official_exact	LINC02680
MKX	MKX	False	283078	official_exact	MKX
MKX-AS1	MKX-AS1	False	101929202	official_exact	MKX-AS1
ARMC4	ARMC4	False	55130	unique_synonym	ODAD2
AL390866.1	AL390866.1	False		unresolved_or_ambiguous	
MPP7	MPP7	False	143098	official_exact	MPP7
AL355501.1	AL355501.1	False		unresolved_or_ambiguous	
MPP7-DT	MPP7-DT	False	105376466	official_exact	MPP7-DT
LINC02652	LINC02652	False	105376468	official_exact	LINC02652
WAC-AS1	WAC-AS1	False	220906	official_exact	WAC-AS1
WAC	WAC	False	51322	official_exact	WAC
BAMBI	BAMBI	False	25805	official_exact	BAMBI
LINC01517	LINC01517	False	101929218	official_exact	LINC01517
AL355376.1	AL355376.1	False		unresolved_or_ambiguous	
LINC00837	LINC00837	False	100507605	official_exact	LINC00837
LYZL1	LYZL1	False	84569	official_exact	LYZL1
AL158167.1	AL158167.1	False		unresolved_or_ambiguous	
SVIL	SVIL	False	6840	official_exact	SVIL
JCAD	JCAD	False	57608	official_exact	JCAD
AL353796.1	AL353796.1	False		unresolved_or_ambiguous	
MTPAP	MTPAP	False	55149	official_exact	MTPAP
AL353796.2	AL353796.2	False		unresolved_or_ambiguous	
MAP3K8	MAP3K8	False	1326	official_exact	MAP3K8
AL590068.4	AL590068.4	False		unresolved_or_ambiguous	
AL590068.1	AL590068.1	False		unresolved_or_ambiguous	
AL590068.2	AL590068.2	False		unresolved_or_ambiguous	
AL590068.3	AL590068.3	False		unresolved_or_ambiguous	
LYZL2	LYZL2	False	119180	official_exact	LYZL2
LINC02644	LINC02644	False	105376480	official_exact	LINC02644
ZNF438	ZNF438	False	220929	official_exact	ZNF438
AL359532.1	AL359532.1	False		unresolved_or_ambiguous	
AL359546.1	AL359546.1	False		unresolved_or_ambiguous	
LINC02664	LINC02664	False	101929352	official_exact	LINC02664
ZEB1-AS1	ZEB1-AS1	False	220930	official_exact	ZEB1-AS1
ZEB1	ZEB1	False	6935	official_exact	ZEB1
AL161935.1	AL161935.1	False		unresolved_or_ambiguous	
AL161935.3	AL161935.3	False		unresolved_or_ambiguous	
MACORIS	MACORIS	False	101929951	official_exact	MACORIS
ARHGAP12	ARHGAP12	False	94134	official_exact	ARHGAP12
KIF5B	KIF5B	False	3799	official_exact	KIF5B
AL158834.2	AL158834.2	False		unresolved_or_ambiguous	
EPC1	EPC1	False	80314	official_exact	EPC1
AL158834.1	AL158834.1	False		unresolved_or_ambiguous	
AL391839.2	AL391839.2	False		unresolved_or_ambiguous	
AL391839.1	AL391839.1	False		unresolved_or_ambiguous	
AL391839.3	AL391839.3	False		unresolved_or_ambiguous	
CCDC7	CCDC7	False	79741	official_exact	CCDC7
AL365203.2	AL365203.2	False		unresolved_or_ambiguous	
ITGB1	ITGB1	False	3688	official_exact	ITGB1
ITGB1-DT	ITGB1-DT	False	101929475	official_exact	ITGB1-DT
IATPR	IATPR	False	101929447	official_exact	IATPR
NRP1	NRP1	False	8829	official_exact	NRP1
AL121748.1	AL121748.1	False		unresolved_or_ambiguous	
AL353600.1	AL353600.1	False		unresolved_or_ambiguous	
AL353600.2	AL353600.2	False		unresolved_or_ambiguous	
LINC02628	LINC02628	False	105376490	official_exact	LINC02628
AL450313.1	AL450313.1	False		unresolved_or_ambiguous	
LINC00838	LINC00838	False	100505583	official_exact	LINC00838
LINC02629	LINC02629	False	114515519	official_exact	LINC02629
PARD3	PARD3	False	56288	official_exact	PARD3
PARD3-AS1	PARD3-AS1	False	100505601	unique_synonym	PARD3-DT
LINC02635	LINC02635	False	105376491	official_exact	LINC02635
CUL2	CUL2	False	8453	official_exact	CUL2
AL392046.1	AL392046.1	False		unresolved_or_ambiguous	
CREM	CREM	False	1390	official_exact	CREM
AL117336.1	AL117336.1	False		unresolved_or_ambiguous	
LINC02634	LINC02634	False	105376493	official_exact	LINC02634
CCNY	CCNY	False	219771	official_exact	CCNY
AL117336.2	AL117336.2	False		unresolved_or_ambiguous	
AL603824.1	AL603824.1	False		unresolved_or_ambiguous	
AL121749.1	AL121749.1	False		unresolved_or_ambiguous	
GJD4	GJD4	False	219770	official_exact	GJD4
FZD8	FZD8	False	8325	official_exact	FZD8
AL121749.2	AL121749.2	False		unresolved_or_ambiguous	
PCAT5	PCAT5	False	102578074	official_exact	PCAT5
LINC02630	LINC02630	False	105376495	official_exact	LINC02630
AL355300.1	AL355300.1	False		unresolved_or_ambiguous	
AL590730.1	AL590730.1	False		unresolved_or_ambiguous	
AL390061.1	AL390061.1	False		unresolved_or_ambiguous	
ANKRD30A	ANKRD30A	False	91074	official_exact	ANKRD30A
AL157387.1	AL157387.1	False		unresolved_or_ambiguous	
MTRNR2L7	MTRNR2L7	False	100288485	official_exact	MTRNR2L7
ZNF248	ZNF248	False	57209	official_exact	ZNF248
AL132657.2	AL132657.2	False		unresolved_or_ambiguous	
AL135791.1	AL135791.1	False		unresolved_or_ambiguous	
ZNF25	ZNF25	False	219749	official_exact	ZNF25
ZNF25-DT	ZNF25-DT	False	105376499	official_exact	ZNF25-DT
ZNF33A	ZNF33A	False	7581	official_exact	ZNF33A
ZNF37A	ZNF37A	False	7587	official_exact	ZNF37A
AL117339.4	AL117339.4	False		unresolved_or_ambiguous	
AL133216.1	AL133216.1	False		unresolved_or_ambiguous	
IGKV1OR10-1	IGKV1OR10-1	False	642424	official_exact	IGKV1OR10-1
LINC00839	LINC00839	False	84856	official_exact	LINC00839
ZNF33B	ZNF33B	False	7582	official_exact	ZNF33B
AL022345.4	AL022345.4	False		unresolved_or_ambiguous	
LINC01518	LINC01518	False	101929397	official_exact	LINC01518
LINC02632	LINC02632	False	107984178	official_exact	LINC02632
AL022344.1	AL022344.1	False		unresolved_or_ambiguous	
BMS1	BMS1	False	9790	official_exact	BMS1
LINC02623	LINC02623	False	101929445	official_exact	LINC02623
LINC01264	LINC01264	False	104266963	official_exact	LINC01264
RET	RET	False	5979	official_exact	RET
AC010864.1	AC010864.1	False		unresolved_or_ambiguous	
CSGALNACT2	CSGALNACT2	False	55454	official_exact	CSGALNACT2
RASGEF1A	RASGEF1A	False	221002	official_exact	RASGEF1A
LINC02633	LINC02633	False	105378270	official_exact	LINC02633
AC068707.1	AC068707.1	False		unresolved_or_ambiguous	
FXYD4	FXYD4	False	53828	official_exact	FXYD4
HNRNPF	HNRNPF	False	3185	official_exact	HNRNPF
AL450326.1	AL450326.1	False		unresolved_or_ambiguous	
ZNF487	ZNF487	False	642819	official_exact	ZNF487
ZNF239	ZNF239	False	8187	official_exact	ZNF239
AL450326.3	AL450326.3	False		unresolved_or_ambiguous	
ZNF485	ZNF485	False	220992	official_exact	ZNF485
ZNF32-AS3	ZNF32-AS3	False	414201	official_exact	ZNF32-AS3
AL645634.2	AL645634.2	False		unresolved_or_ambiguous	
ZNF32	ZNF32	False	7580	official_exact	ZNF32
ZNF32-AS1	ZNF32-AS1	False	414197	official_exact	ZNF32-AS1
ZNF32-AS2	ZNF32-AS2	False	414208	official_exact	ZNF32-AS2
AL645634.1	AL645634.1	False		unresolved_or_ambiguous	
LINC02658	LINC02658	False	102724264	official_exact	LINC02658
LINC00840	LINC00840	False	100506835	official_exact	LINC00840
LINC02659	LINC02659	False	105378277	official_exact	LINC02659
LINC00841	LINC00841	False	283033	official_exact	LINC00841
AL139237.1	AL139237.1	False		unresolved_or_ambiguous	
AL137026.2	AL137026.2	False		unresolved_or_ambiguous	
AL137026.1	AL137026.1	False		unresolved_or_ambiguous	
C10orf142	C10orf142	False	100130539	unique_synonym	LINC02881
AL137026.3	AL137026.3	False		unresolved_or_ambiguous	
CXCL12	CXCL12	False	6387	official_exact	CXCL12
AL356157.3	AL356157.3	False		unresolved_or_ambiguous	
AL356157.1	AL356157.1	False		unresolved_or_ambiguous	
TMEM72-AS1	TMEM72-AS1	False	220980	official_exact	TMEM72-AS1
AL353801.2	AL353801.2	False		unresolved_or_ambiguous	
TMEM72	TMEM72	False	643236	official_exact	TMEM72
AL353801.1	AL353801.1	False		unresolved_or_ambiguous	
AL353801.3	AL353801.3	False		unresolved_or_ambiguous	
RASSF4	RASSF4	False	83937	official_exact	RASSF4
DEPP1	DEPP1	False	11067	official_exact	DEPP1
C10orf25	C10orf25	False	220979	unique_synonym	ZNF22-AS1
ZNF22	ZNF22	False	7570	official_exact	ZNF22
AL358394.1	AL358394.1	False		unresolved_or_ambiguous	
OR13A1	OR13A1	False	79290	official_exact	OR13A1
ALOX5	ALOX5	False	240	official_exact	ALOX5
AL731567.1	AL731567.1	False		unresolved_or_ambiguous	
MARCH8	MARCH8	False	220972	unique_synonym	MARCHF8
ZFAND4	ZFAND4	False	93550	official_exact	ZFAND4
WASHC2C	WASHC2C	False	253725	official_exact	WASHC2C
AGAP4	AGAP4	False	119016	official_exact	AGAP4
TIMM23	TIMM23	False	100287932	official_exact	TIMM23
NCOA4	NCOA4	False	8031	official_exact	NCOA4
MSMB	MSMB	False	4477	official_exact	MSMB
ANTXRL	ANTXRL	False	195977	official_exact	ANTXRL
ANXA8L1	ANXA8L1	False	728113	official_exact	ANXA8L1
LINC00842	LINC00842	False	643650	official_exact	LINC00842
NPY4R	NPY4R	False	5540	official_exact	NPY4R
GPRIN2	GPRIN2	False	9721	official_exact	GPRIN2
SYT15	SYT15	False	83849	official_exact	SYT15
AL356056.2	AL356056.2	False		unresolved_or_ambiguous	
AL356056.1	AL356056.1	False		unresolved_or_ambiguous	
LINC02637	LINC02637	False	102724350	official_exact	LINC02637
FAM245B	FAM245B	False	102724643	official_exact	FAM245B
PTPN20	PTPN20	False	26095	official_exact	PTPN20
GDF10	GDF10	False	2662	official_exact	GDF10
GDF2	GDF2	False	2658	official_exact	GDF2
RBP3	RBP3	False	5949	official_exact	RBP3
ZNF488	ZNF488	False	118738	official_exact	ZNF488
ANXA8	ANXA8	False	653145	official_exact	ANXA8
FAM25G	FAM25G	False	100133093	official_exact	FAM25G
AL591684.1	AL591684.1	False		unresolved_or_ambiguous	
AGAP9	AGAP9	False	642517	official_exact	AGAP9
LINC02675	LINC02675	False	112267862	official_exact	LINC02675
FO681492.1	FO681492.1	False		unresolved_or_ambiguous	
AC245041.2	AC245041.2	False		unresolved_or_ambiguous	
NPY4R2	NPY4R2	False	100996758	official_exact	NPY4R2
AC245041.1	AC245041.1	False		unresolved_or_ambiguous	
FAM25C	FAM25C	False	644054	official_exact	FAM25C
FRMPD2	FRMPD2	False	143162	official_exact	FRMPD2
AC074325.1	AC074325.1	False		unresolved_or_ambiguous	
MAPK8	MAPK8	False	5599	official_exact	MAPK8
ARHGAP22	ARHGAP22	False	58504	official_exact	ARHGAP22
ARHGAP22-IT1	ARHGAP22-IT1	False	100689073	official_exact	ARHGAP22-IT1
AC068898.2	AC068898.2	False		unresolved_or_ambiguous	
AC068898.1	AC068898.1	False		unresolved_or_ambiguous	
WDFY4	WDFY4	False	57705	official_exact	WDFY4
AC035139.2	AC035139.2	False		unresolved_or_ambiguous	
AC035139.1	AC035139.1	False		unresolved_or_ambiguous	
AC060234.3	AC060234.3	False		unresolved_or_ambiguous	
LRRC18	LRRC18	False	474354	official_exact	LRRC18
AC060234.2	AC060234.2	False		unresolved_or_ambiguous	
AC060234.1	AC060234.1	False		unresolved_or_ambiguous	
VSTM4	VSTM4	False	196740	official_exact	VSTM4
FAM170B-AS1	FAM170B-AS1	False	100506733	official_exact	FAM170B-AS1
FAM170B	FAM170B	False	170370	official_exact	FAM170B
TMEM273	TMEM273	False	170371	official_exact	TMEM273
C10orf71-AS1	C10orf71-AS1	False	100506769	official_exact	C10orf71-AS1
C10orf71	C10orf71	False	118461	official_exact	C10orf71
DRGX	DRGX	False	644168	official_exact	DRGX
AL138760.1	AL138760.1	False		unresolved_or_ambiguous	
ERCC6	ERCC6	False	2074	official_exact	ERCC6
CHAT	CHAT	False	1103	official_exact	CHAT
SLC18A3	SLC18A3	False	6572	official_exact	SLC18A3
C10orf53	C10orf53	False	282966	official_exact	C10orf53
OGDHL	OGDHL	False	55753	official_exact	OGDHL
PARG	PARG	False	8505	official_exact	PARG
TIMM23B	TIMM23B	False	100652748	official_exact	TIMM23B
AL442003.1	AL442003.1	False		unresolved_or_ambiguous	
AGAP6	AGAP6	False	414189	official_exact	AGAP6
WASHC2A	WASHC2A	False	387680	official_exact	WASHC2A
ASAH2	ASAH2	False	56624	official_exact	ASAH2
SGMS1	SGMS1	False	259230	official_exact	SGMS1
AC069547.2	AC069547.2	False		unresolved_or_ambiguous	
AL117341.1	AL117341.1	False		unresolved_or_ambiguous	
SGMS1-AS1	SGMS1-AS1	False	104355295	official_exact	SGMS1-AS1
AL589794.2	AL589794.2	False		unresolved_or_ambiguous	
ASAH2B	ASAH2B	False	653308	official_exact	ASAH2B
A1CF	A1CF	False	29974	official_exact	A1CF
AL512366.1	AL512366.1	False		unresolved_or_ambiguous	
AL731537.2	AL731537.2	False		unresolved_or_ambiguous	
PRKG1	PRKG1	False	5592	official_exact	PRKG1
AL731537.1	AL731537.1	False		unresolved_or_ambiguous	
AC022537.1	AC022537.1	False		unresolved_or_ambiguous	
AC069079.1	AC069079.1	False		unresolved_or_ambiguous	
CSTF2T	CSTF2T	False	23283	official_exact	CSTF2T
PRKG1-AS1	PRKG1-AS1	False	100506939	official_exact	PRKG1-AS1
DKK1	DKK1	False	22943	official_exact	DKK1
LNCAROD	LNCAROD	False	101928687	official_exact	LNCAROD
MBL2	MBL2	False	4153	official_exact	MBL2
AC073174.1	AC073174.1	False		unresolved_or_ambiguous	
LINC02672	LINC02672	False	105378309	official_exact	LINC02672
AC036101.1	AC036101.1	False		unresolved_or_ambiguous	
PCDH15	PCDH15	False	65217	official_exact	PCDH15
AL353784.1	AL353784.1	False		unresolved_or_ambiguous	
AC051618.1	AC051618.1	False		unresolved_or_ambiguous	
AC016822.1	AC016822.1	False		unresolved_or_ambiguous	
AL355314.1	AL355314.1	False		unresolved_or_ambiguous	
AL355314.2	AL355314.2	False		unresolved_or_ambiguous	
MTRNR2L5	MTRNR2L5	False	100463289	official_exact	MTRNR2L5
ZWINT	ZWINT	False	11130	official_exact	ZWINT
AC010996.1	AC010996.1	False		unresolved_or_ambiguous	
IPMK	IPMK	False	253430	official_exact	IPMK
CISD1	CISD1	False	55847	official_exact	CISD1
AC016396.1	AC016396.1	False		unresolved_or_ambiguous	
AC016396.2	AC016396.2	False		unresolved_or_ambiguous	
UBE2D1	UBE2D1	False	7321	official_exact	UBE2D1
TFAM	TFAM	False	7019	official_exact	TFAM
BICC1	BICC1	False	80114	official_exact	BICC1
LINC00844	LINC00844	False	100507008	official_exact	LINC00844
PHYHIPL	PHYHIPL	False	84457	official_exact	PHYHIPL
FAM13C	FAM13C	False	220965	official_exact	FAM13C
AC025038.1	AC025038.1	False		unresolved_or_ambiguous	
AL355474.1	AL355474.1	False		unresolved_or_ambiguous	
AC026391.1	AC026391.1	False		unresolved_or_ambiguous	
SLC16A9	SLC16A9	False	220963	official_exact	SLC16A9
MRLN	MRLN	False	100507027	official_exact	MRLN
CCDC6	CCDC6	False	8030	official_exact	CCDC6
LINC01553	LINC01553	False	283025	official_exact	LINC01553
ANK3	ANK3	False	288	official_exact	ANK3
AL592430.1	AL592430.1	False		unresolved_or_ambiguous	
AL592430.2	AL592430.2	False		unresolved_or_ambiguous	
ANK3-DT	ANK3-DT	False	105378320	official_exact	ANK3-DT
CDK1	CDK1	False	983	official_exact	CDK1
RHOBTB1	RHOBTB1	False	9886	official_exact	RHOBTB1
LINC00845	LINC00845	False	100507058	official_exact	LINC00845
TMEM26	TMEM26	False	219623	official_exact	TMEM26
TMEM26-AS1	TMEM26-AS1	False	101928781	official_exact	TMEM26-AS1
AL356952.1	AL356952.1	False		unresolved_or_ambiguous	
CABCOCO1	CABCOCO1	False	219621	official_exact	CABCOCO1
AL451049.1	AL451049.1	False		unresolved_or_ambiguous	
LINC02625	LINC02625	False	107984237	official_exact	LINC02625
ARID5B	ARID5B	False	84159	official_exact	ARID5B
RTKN2	RTKN2	False	219790	official_exact	RTKN2
LINC02621	LINC02621	False	105378325	official_exact	LINC02621
AC024597.1	AC024597.1	False		unresolved_or_ambiguous	
ZNF365	ZNF365	False	22891	official_exact	ZNF365
AC067752.1	AC067752.1	False		unresolved_or_ambiguous	
AC067751.1	AC067751.1	False		unresolved_or_ambiguous	
ADO	ADO	False	84890	official_exact	ADO
EGR2	EGR2	False	1959	official_exact	EGR2
AL590502.1	AL590502.1	False		unresolved_or_ambiguous	
NRBF2	NRBF2	False	29982	official_exact	NRBF2
JMJD1C	JMJD1C	False	221037	official_exact	JMJD1C
JMJD1C-AS1	JMJD1C-AS1	False	84989	official_exact	JMJD1C-AS1
REEP3	REEP3	False	221035	official_exact	REEP3
AC022387.2	AC022387.2	False		unresolved_or_ambiguous	
AC013287.1	AC013287.1	False		unresolved_or_ambiguous	
AC012558.1	AC012558.1	False		unresolved_or_ambiguous	
