ensembl_gene_id	human_gene_id	current_symbol_cache	type_of_gene_cache	ensembl_mapping_is_one_to_one	present_in_GSE302658	current_symbol_rebuilt	type_of_gene_rebuilt	rebuilt_one_to_one	_merge
ENSG00000252135	115409986	RNU1-155P	pseudo	True	True	RNU1-155P	pseudo	True	both
ENSG00000252137	106480150	RNU6-1338P	pseudo	True	True	RNU6-1338P	pseudo	True	both
ENSG00000252138	124900381	LOC124900381	pseudo	True	True	LOC124900381	pseudo	True	both
ENSG00000252141	106480751	RNU6-65P	pseudo	True	True	RNU6-65P	pseudo	True	both
ENSG00000252143	124905173	LOC124905173	ncRNA	True	True	LOC124905173	ncRNA	True	both
ENSG00000252145	106480650	RNU6-1225P	pseudo	True	True	RNU6-1225P	pseudo	True	both
ENSG00000252147	106480686	RNY3P16	pseudo	True	True	RNY3P16	pseudo	True	both
ENSG00000252148	106481561	RNU6-1206P	pseudo	True	True	RNU6-1206P	pseudo	True	both
ENSG00000252149	106479005	RNA5SP315	pseudo	True	True	RNA5SP315	pseudo	True	both
ENSG00000252151	106481579	RNU6-1265P	pseudo	True	True	RNU6-1265P	pseudo	True	both
ENSG00000252153	100313780	MIR2278	ncRNA	True	True	MIR2278	ncRNA	True	both
ENSG00000252155	107063612	RNU6-941P	pseudo	True	True	RNU6-941P	pseudo	True	both
ENSG00000252156	106481224	RNU6-155P	pseudo	True	True	RNU6-155P	pseudo	True	both
ENSG00000252157	106481331	RNU6-479P	pseudo	True	True	RNU6-479P	pseudo	True	both
ENSG00000252161	100873584	RNA5SP318	pseudo	True	True	RNA5SP318	pseudo	True	both
ENSG00000252162	106480613	RNU6-830P	pseudo	True	True	RNU6-830P	pseudo	True	both
ENSG00000252163	106480842	RN7SKP31	pseudo	True	True	RN7SKP31	pseudo	True	both
ENSG00000252164	100873535	RNA5SP282	pseudo	True	True	RNA5SP282	pseudo	True	both
ENSG00000252166	106481621	RNU1-95P	pseudo	True	True	RNU1-95P	pseudo	True	both
ENSG00000252167	100873540	RNA5SP287	pseudo	True	True	RNA5SP287	pseudo	True	both
ENSG00000252169	100873461	RNA5SP200	pseudo	True	True	RNA5SP200	pseudo	True	both
ENSG00000252170	124900503	LOC124900503	snoRNA	True	True	LOC124900503	snoRNA	True	both
ENSG00000252172	106479885	RNU6-720P	pseudo	True	True	RNU6-720P	pseudo	True	both
ENSG00000252173	106481211	RNU6-109P	pseudo	True	True	RNU6-109P	pseudo	True	both
ENSG00000252174	100147766	RNU7-18P	pseudo	True	True	RNU7-18P	pseudo	True	both
ENSG00000252178	100151666	RNU7-69P	pseudo	True	True	RNU7-69P	pseudo	True	both
ENSG00000252179	100873509	RNA5SP255	pseudo	True	True	RNA5SP255	pseudo	True	both
ENSG00000252182	100873664	RNA5SP413	pseudo	True	True	RNA5SP413	pseudo	True	both
ENSG00000252183	106481479	RNU6-948P	pseudo	True	True	RNU6-948P	pseudo	True	both
ENSG00000252184	106480201	RNU2-10P	pseudo	True	True	RNU2-10P	pseudo	True	both
ENSG00000252185	106481417	RNU6-752P	pseudo	True	True	RNU6-752P	pseudo	True	both
ENSG00000252186	106479911	RNU6-781P	pseudo	True	True	RNU6-781P	pseudo	True	both
ENSG00000252188	124900246	LOC124900246	snoRNA	True	True	LOC124900246	snoRNA	True	both
ENSG00000252191	106479898	RNU6-751P	pseudo	True	True	RNU6-751P	pseudo	True	both
ENSG00000252193	124900461	LOC124900461	ncRNA	True	True	LOC124900461	ncRNA	True	both
ENSG00000252199	124900471	LOC124900471	pseudo	True	True	LOC124900471	pseudo	True	both
ENSG00000252205	106479904	RNU6-764P	pseudo	True	True	RNU6-764P	pseudo	True	both
ENSG00000252206	100147827	RNU7-40P	pseudo	True	True	RNU7-40P	pseudo	True	both
ENSG00000252207	100873624	RNA5SP365	pseudo	True	True	RNA5SP365	pseudo	True	both
ENSG00000252212	106481652	RNU2-58P	pseudo	True	True	RNU2-58P	pseudo	True	both
ENSG00000252213	109616975	SNORA74D	snoRNA	True	True	SNORA74D	snoRNA	True	both
ENSG00000252214	106480588	RNU6-542P	pseudo	True	True	RNU6-542P	pseudo	True	both
ENSG00000252218	124900224	LOC124900224	ncRNA	True	True	LOC124900224	ncRNA	True	both
ENSG00000252219	102466721	MIR892C	ncRNA	True	True	MIR892C	ncRNA	True	both
ENSG00000252220	106480626	RNU6-977P	pseudo	True	True	RNU6-977P	pseudo	True	both
ENSG00000252222	100147761	RNU7-13P	pseudo	True	True	RNU7-13P	pseudo	True	both
ENSG00000252223	106481779	RNU6-1049P	pseudo	True	True	RNU6-1049P	pseudo	True	both
ENSG00000252224	106479544	RNU4ATAC15P	pseudo	True	True	RNU4ATAC15P	pseudo	True	both
ENSG00000252228	124900227	LOC124900227	snoRNA	True	True	LOC124900227	snoRNA	True	both
ENSG00000252231	100873302	RNA5SP67	pseudo	True	True	RNA5SP67	pseudo	True	both
ENSG00000252233	106479208	RN7SKP253	pseudo	True	True	RN7SKP253	pseudo	True	both
ENSG00000252236	124900449	LOC124900449	pseudo	True	True	LOC124900449	pseudo	True	both
ENSG00000252237	106479583	RNU4-54P	pseudo	True	True	RNU4-54P	pseudo	True	both
ENSG00000252242	106479069	RNU7-115P	pseudo	True	True	RNU7-115P	pseudo	True	both
ENSG00000252243	106481308	RNU6-412P	pseudo	True	True	RNU6-412P	pseudo	True	both
ENSG00000252244	100147746	RNU7-3P	pseudo	True	True	RNU7-3P	pseudo	True	both
ENSG00000252246	100873325	RNA5SP92	pseudo	True	True	RNA5SP92	pseudo	True	both
ENSG00000252247	106478988	RNU6-70P	pseudo	True	True	RNU6-70P	pseudo	True	both
ENSG00000252252	106479869	RNU6-687P	pseudo	True	True	RNU6-687P	pseudo	True	both
ENSG00000252255	106480212	RNU2-35P	pseudo	True	True	RNU2-35P	pseudo	True	both
ENSG00000252257	106480914	RN7SKP265	pseudo	True	True	RN7SKP265	pseudo	True	both
ENSG00000252258	124900407	LOC124900407	snoRNA	True	True	LOC124900407	snoRNA	True	both
ENSG00000252259	100873288	RNA5SP49	pseudo	True	True	RNA5SP49	pseudo	True	both
ENSG00000252260	100873705	RNA5SP461	pseudo	True	True	RNA5SP461	pseudo	True	both
ENSG00000252261	100873516	RNA5SP262	pseudo	True	True	RNA5SP262	pseudo	True	both
ENSG00000252262	100873296	RNA5SP61	pseudo	True	True	RNA5SP61	pseudo	True	both
ENSG00000252263	106481390	RNU6-659P	pseudo	True	True	RNU6-659P	pseudo	True	both
ENSG00000252264	106479082	RNU7-153P	pseudo	True	True	RNU7-153P	pseudo	True	both
ENSG00000252267	100873737	RNA5SP495	pseudo	True	True	RNA5SP495	pseudo	True	both
ENSG00000252268	100873668	RNA5SP417	pseudo	True	True	RNA5SP417	pseudo	True	both
ENSG00000252269	106481865	RNU4ATAC12P	pseudo	True	True	RNU4ATAC12P	pseudo	True	both
ENSG00000252271	106480638	RNU6-1110P	pseudo	True	True	RNU6-1110P	pseudo	True	both
ENSG00000252272	100873713	RNA5SP470	pseudo	True	True	RNA5SP470	pseudo	True	both
ENSG00000252273	106479754	RNU6-426P	pseudo	True	True	RNU6-426P	pseudo	True	both
ENSG00000252274	124904115	LOC124904115	ncRNA	True	True	LOC124904115	ncRNA	True	both
ENSG00000252275	106480833	RNU7-192P	pseudo	True	True	RNU7-192P	pseudo	True	both
ENSG00000252277	100873856	SNORD116-30	snoRNA	True	True	SNORD116-30	snoRNA	True	both
ENSG00000252279	106481306	RNU6-406P	pseudo	True	True	RNU6-406P	pseudo	True	both
ENSG00000252282	106481523	RNU6-1089P	pseudo	True	True	RNU6-1089P	pseudo	True	both
ENSG00000252287	100873356	RNA5SP24	pseudo	True	True	RNA5SP24	pseudo	True	both
ENSG00000252288	106480625	RNU6-966P	pseudo	True	True	RNU6-966P	pseudo	True	both
ENSG00000252289	100873570	RNA5SP519	pseudo	True	True	RNA5SP519	pseudo	True	both
ENSG00000252292	106479201	RN7SKP238	pseudo	True	True	RN7SKP238	pseudo	True	both
ENSG00000252294	106481367	RNU6-589P	pseudo	True	True	RNU6-589P	pseudo	True	both
ENSG00000252297	106479953	RNU6-875P	pseudo	True	True	RNU6-875P	pseudo	True	both
ENSG00000252301	106480756	RNA5SP134	pseudo	True	True	RNA5SP134	pseudo	True	both
ENSG00000252302	100873414	RNA5SP147	pseudo	True	True	RNA5SP147	pseudo	True	both
ENSG00000252307	100873419	RNA5SP153	pseudo	True	True	RNA5SP153	pseudo	True	both
ENSG00000252311	106481623	RNU1-103P	pseudo	True	True	RNU1-103P	pseudo	True	both
ENSG00000252312	106480839	RN7SKP21	pseudo	True	True	RN7SKP21	pseudo	True	both
ENSG00000252313	100873534	RNA5SP281	pseudo	True	True	RNA5SP281	pseudo	True	both
ENSG00000252315	106480771	RNA5SP520	pseudo	True	True	RNA5SP520	pseudo	True	both
ENSG00000252316	6086	RNY4	ncRNA	True	True	RNY4	ncRNA	True	both
ENSG00000252320	106480570	RNU6-320P	pseudo	True	True	RNU6-320P	pseudo	True	both
ENSG00000252321	106479131	RN7SKP83	pseudo	True	True	RN7SKP83	pseudo	True	both
ENSG00000252322	106479203	RN7SKP244	pseudo	True	True	RN7SKP244	pseudo	True	both
ENSG00000252323	106479648	RNU6-184P	pseudo	True	True	RNU6-184P	pseudo	True	both
ENSG00000252325	106480022	RNU6-1038P	pseudo	True	True	RNU6-1038P	pseudo	True	both
ENSG00000252326	100033436	SNORD116-25	snoRNA	True	True	SNORD116-25	snoRNA	True	both
ENSG00000252329	124900312	LOC124900312	pseudo	True	True	LOC124900312	pseudo	True	both
ENSG00000252332	106479969	RNU6-911P	pseudo	True	True	RNU6-911P	pseudo	True	both
ENSG00000252333	106479992	RNU6-964P	pseudo	True	True	RNU6-964P	pseudo	True	both
ENSG00000252334	106481602	RNU6-1337P	pseudo	True	True	RNU6-1337P	pseudo	True	both
ENSG00000252335	106478987	RNU6-62P	pseudo	True	True	RNU6-62P	pseudo	True	both
ENSG00000252336	100873415	RNA5SP148	pseudo	True	True	RNA5SP148	pseudo	True	both
ENSG00000252338	106479789	RNU6-503P	pseudo	True	True	RNU6-503P	pseudo	True	both
ENSG00000252339	106480033	RNU6-1061P	pseudo	True	True	RNU6-1061P	pseudo	True	both
ENSG00000252342	100873429	RNA5SP164	pseudo	True	True	RNA5SP164	pseudo	True	both
ENSG00000252343	106481960	RNU2-34P	pseudo	True	True	RNU2-34P	pseudo	True	both
ENSG00000252346	100873391	RNA5SP121	pseudo	True	True	RNA5SP121	pseudo	True	both
ENSG00000252347	106480026	RNU6-1046P	pseudo	True	True	RNU6-1046P	pseudo	True	both
ENSG00000252348	106480114	RNU6-1256P	pseudo	True	True	RNU6-1256P	pseudo	True	both
ENSG00000252349	124900397	LOC124900397	pseudo	True	True	LOC124900397	pseudo	True	both
ENSG00000252350	106479602	RPPH1-3P	pseudo	True	True	RPPH1-3P	pseudo	True	both
ENSG00000252351	106479548	RNU6ATAC12P	pseudo	True	True	RNU6ATAC12P	pseudo	True	both
ENSG00000252353	100147812	RNU7-25P	pseudo	True	True	RNU7-25P	pseudo	True	both
ENSG00000252355	106480921	RN7SKP287	pseudo	True	True	RN7SKP287	pseudo	True	both
ENSG00000252358	106480875	RN7SKP135	pseudo	True	True	RN7SKP135	pseudo	True	both
ENSG00000252361	106479618	RNU6-118P	pseudo	True	True	RNU6-118P	pseudo	True	both
ENSG00000252362	106479791	RNU6-506P	pseudo	True	True	RNU6-506P	pseudo	True	both
ENSG00000252363	100147830	RNU7-43P	pseudo	True	True	RNU7-43P	pseudo	True	both
ENSG00000252364	100873619	RNA5SP360	pseudo	True	True	RNA5SP360	pseudo	True	both
ENSG00000252366	100873626	RNA5SP367	pseudo	True	True	RNA5SP367	pseudo	True	both
ENSG00000252368	100873282	RNA5SP43	pseudo	True	True	RNA5SP43	pseudo	True	both
ENSG00000252369	100151647	RNU7-51P	pseudo	True	True	RNU7-51P	pseudo	True	both
ENSG00000252370	100873687	RNA5SP438	pseudo	True	True	RNA5SP438	pseudo	True	both
ENSG00000252371	106481408	RNU6-725P	pseudo	True	True	RNU6-725P	pseudo	True	both
ENSG00000252373	106481291	RNU6-358P	pseudo	True	True	RNU6-358P	pseudo	True	both
ENSG00000252376	100873648	RNA5SP395	pseudo	True	True	RNA5SP395	pseudo	True	both
ENSG00000252377	106481340	RNU6-504P	pseudo	True	True	RNU6-504P	pseudo	True	both
ENSG00000252383	106481278	RNU6-314P	pseudo	True	True	RNU6-314P	pseudo	True	both
ENSG00000252385	100873772	RNU6-68P	pseudo	True	True	RNU6-68P	pseudo	True	both
ENSG00000252386	106481502	RNU6-1018P	pseudo	True	True	RNU6-1018P	pseudo	True	both
ENSG00000252390	100873867	RNU5F-4P	pseudo	True	True	RNU5F-4P	pseudo	True	both
ENSG00000252391	106481383	RNU6-638P	pseudo	True	True	RNU6-638P	pseudo	True	both
ENSG00000252393	106480009	RNU6-1004P	pseudo	True	True	RNU6-1004P	pseudo	True	both
ENSG00000252395	106480629	RNU6-1007P	pseudo	True	True	RNU6-1007P	pseudo	True	both
ENSG00000252396	106481816	RN7SKP195	pseudo	True	True	RN7SKP195	pseudo	True	both
ENSG00000252397	100873870	RNU5A-4P	pseudo	True	True	RNU5A-4P	pseudo	True	both
ENSG00000252400	106481588	RNU6-1291P	pseudo	True	True	RNU6-1291P	pseudo	True	both
ENSG00000252401	106479540	RNU4ATAC6P	pseudo	True	True	RNU4ATAC6P	pseudo	True	both
ENSG00000252404	124900441	LOC124900441	ncRNA	True	True	LOC124900441	ncRNA	True	both
ENSG00000252407	106480454	RNU7-183P	pseudo	True	True	RNU7-183P	pseudo	True	both
ENSG00000252411	106481522	RNU6-1087P	pseudo	True	True	RNU6-1087P	pseudo	True	both
ENSG00000252413	106480449	RNU7-121P	pseudo	True	True	RNU7-121P	pseudo	True	both
ENSG00000252414	106481208	RNU6-100P	pseudo	True	True	RNU6-100P	pseudo	True	both
ENSG00000252415	106481500	RNU6-1012P	pseudo	True	True	RNU6-1012P	pseudo	True	both
ENSG00000252416	106481458	RNU6-885P	pseudo	True	True	RNU6-885P	pseudo	True	both
ENSG00000252417	106479092	RNU7-179P	pseudo	True	True	RNU7-179P	pseudo	True	both
ENSG00000252421	106480036	RNU6-1069P	pseudo	True	True	RNU6-1069P	pseudo	True	both
ENSG00000252422	100873718	RNA5SP476	pseudo	True	True	RNA5SP476	pseudo	True	both
ENSG00000252423	106481250	RNU6-229P	pseudo	True	True	RNU6-229P	pseudo	True	both
ENSG00000252424	100873639	RNA5SP384	pseudo	True	True	RNA5SP384	pseudo	True	both
ENSG00000252426	106480186	RNU1-107P	pseudo	True	True	RNU1-107P	pseudo	True	both
ENSG00000252427	124900314	LOC124900314	snoRNA	True	True	LOC124900314	snoRNA	True	both
ENSG00000252428	100873538	RNA5SP285	pseudo	True	True	RNA5SP285	pseudo	True	both
ENSG00000252429	124904769	LOC124904769	snRNA	True	True	LOC124904769	snRNA	True	both
ENSG00000252431	106481574	RNU6-1247P	pseudo	True	True	RNU6-1247P	pseudo	True	both
ENSG00000252433	124900434	LOC124900434	snoRNA	True	True	LOC124900434	snoRNA	True	both
ENSG00000252437	100873703	RNA5SP459	pseudo	True	True	RNA5SP459	pseudo	True	both
ENSG00000252441	124900493	LOC124900493	pseudo	True	True	LOC124900493	pseudo	True	both
ENSG00000252444	106480572	RNU6-344P	pseudo	True	True	RNU6-344P	pseudo	True	both
ENSG00000252446	106479744	RNU6-405P	pseudo	True	True	RNU6-405P	pseudo	True	both
ENSG00000252449	106481977	RNU6-139P	pseudo	True	True	RNU6-139P	pseudo	True	both
ENSG00000252451	100873433	RNA5SP168	pseudo	True	True	RNA5SP168	pseudo	True	both
ENSG00000252452	106479614	RNU6-107P	pseudo	True	True	RNU6-107P	pseudo	True	both
ENSG00000252454	100313839	MIR2114	ncRNA	True	True	MIR2114	ncRNA	True	both
ENSG00000252456	100873684	RNA5SP434	pseudo	True	True	RNA5SP434	pseudo	True	both
ENSG00000252457	100151663	RNU7-65P	pseudo	True	True	RNU7-65P	pseudo	True	both
ENSG00000252458	124900203	LOC124900203	snoRNA	True	True	LOC124900203	snoRNA	True	both
ENSG00000252459	124900329	LOC124900329	snoRNA	True	True	LOC124900329	snoRNA	True	both
ENSG00000252460	106481382	RNU6-635P	pseudo	True	True	RNU6-635P	pseudo	True	both
ENSG00000252462	106479616	RNU6-113P	pseudo	True	True	RNU6-113P	pseudo	True	both
ENSG00000252464	107057644	RN7SKP70	pseudo	True	True	RN7SKP70	pseudo	True	both
ENSG00000252466	100313840	MIR2115	ncRNA	True	True	MIR2115	ncRNA	True	both
ENSG00000252467	106479720	RNU6-347P	pseudo	True	True	RNU6-347P	pseudo	True	both
ENSG00000252468	106480222	RNU2-57P	pseudo	True	True	RNU2-57P	pseudo	True	both
ENSG00000252469	106479085	RNU7-160P	pseudo	True	True	RNU7-160P	pseudo	True	both
ENSG00000252470	106479811	RNU6-551P	pseudo	True	True	RNU6-551P	pseudo	True	both
ENSG00000252472	106481900	RNU6-521P	pseudo	True	True	RNU6-521P	pseudo	True	both
ENSG00000252474	106481351	RNU6-539P	pseudo	True	True	RNU6-539P	pseudo	True	both
ENSG00000252475	106480660	RNU6-1332P	pseudo	True	True	RNU6-1332P	pseudo	True	both
ENSG00000252479	100873583	RNA5SP309	pseudo	True	True	RNA5SP309	pseudo	True	both
ENSG00000252480	106481913	RNU6-719P	pseudo	True	True	RNU6-719P	pseudo	True	both
ENSG00000252481	677768	SCARNA13	ncRNA	True	True	SCARNA13	ncRNA	True	both
ENSG00000252482	100147770	RNU7-22P	pseudo	True	True	RNU7-22P	pseudo	True	both
ENSG00000252483	106480083	RNU6-1178P	pseudo	True	True	RNU6-1178P	pseudo	True	both
ENSG00000252484	106480848	RN7SKP49	pseudo	True	True	RN7SKP49	pseudo	True	both
ENSG00000252487	100379378	RNY4P20	pseudo	True	True	RNY4P20	pseudo	True	both
ENSG00000252489	106479654	RNU6-197P	pseudo	True	True	RNU6-197P	pseudo	True	both
ENSG00000252490	106480853	RN7SKP66	pseudo	True	True	RN7SKP66	pseudo	True	both
ENSG00000252491	106480197	RNU1-142P	pseudo	True	True	RNU1-142P	pseudo	True	both
ENSG00000252494	106479622	RNU6-126P	pseudo	True	True	RNU6-126P	pseudo	True	both
ENSG00000252496	100873365	RNA5SP33	pseudo	True	True	RNA5SP33	pseudo	True	both
ENSG00000252497	106481202	RPPH1-2P	pseudo	True	True	RPPH1-2P	pseudo	True	both
ENSG00000252498	106480630	RNU6-1016P	pseudo	True	True	RNU6-1016P	pseudo	True	both
ENSG00000252499	100873768	RNU6-63P	pseudo	True	True	RNU6-63P	pseudo	True	both
ENSG00000252501	106481196	RNU4-77P	pseudo	True	True	RNU4-77P	pseudo	True	both
ENSG00000252503	106479802	RNU6-531P	pseudo	True	True	RNU6-531P	pseudo	True	both
ENSG00000252505	124900261	LOC124900261	pseudo	True	True	LOC124900261	pseudo	True	both
ENSG00000252506	106481233	RNU6-180P	pseudo	True	True	RNU6-180P	pseudo	True	both
ENSG00000252507	100151678	RNU7-81P	pseudo	True	True	RNU7-81P	pseudo	True	both
ENSG00000252508	106480753	RNU4ATAC3P	pseudo	True	True	RNU4ATAC3P	pseudo	True	both
ENSG00000252509	100873524	RNA5SP271	pseudo	True	True	RNA5SP271	pseudo	True	both
ENSG00000252510	100873293	RNA5SP55	pseudo	True	True	RNA5SP55	pseudo	True	both
ENSG00000252512	106478999	RNA5SP206	pseudo	True	True	RNA5SP206	pseudo	True	both
ENSG00000252513	106480191	RNU1-128P	pseudo	True	True	RNU1-128P	pseudo	True	both
ENSG00000252514	100151649	RNU7-53P	pseudo	True	True	RNU7-53P	pseudo	True	both
ENSG00000252515	106481940	RNU6-1171P	pseudo	True	True	RNU6-1171P	pseudo	True	both
ENSG00000252516	100873316	RNA5SP82	pseudo	True	True	RNA5SP82	pseudo	True	both
ENSG00000252517	124906142	LOC124906142	snoRNA	True	True	LOC124906142	snoRNA	True	both
ENSG00000252519	106479912	RNU6-783P	pseudo	True	True	RNU6-783P	pseudo	True	both
ENSG00000252521	100873841	RNU5D-2P	pseudo	True	True	RNU5D-2P	pseudo	True	both
ENSG00000252523	106480565	RNU6-267P	pseudo	True	True	RNU6-267P	pseudo	True	both
ENSG00000252526	124900375	LOC124900375	pseudo	True	True	LOC124900375	pseudo	True	both
ENSG00000252530	106481484	RNU6-965P	pseudo	True	True	RNU6-965P	pseudo	True	both
ENSG00000252532	106481804	RNU7-193P	pseudo	True	True	RNU7-193P	pseudo	True	both
ENSG00000252533	106481362	RNU6-572P	pseudo	True	True	RNU6-572P	pseudo	True	both
ENSG00000252535	106481793	RNA5SP254	pseudo	True	True	RNA5SP254	pseudo	True	both
ENSG00000252539	100873706	RNA5SP462	pseudo	True	True	RNA5SP462	pseudo	True	both
ENSG00000252540	106479972	RNU6-919P	pseudo	True	True	RNU6-919P	pseudo	True	both
ENSG00000252542	26813	SNORD36C	snoRNA	True	True	SNORD36C	snoRNA	True	both
ENSG00000252544	106481585	RNU6-1282P	pseudo	True	True	RNU6-1282P	pseudo	True	both
ENSG00000252545	106481292	RNU6-362P	pseudo	True	True	RNU6-362P	pseudo	True	both
ENSG00000252546	100873710	RNA5SP466	pseudo	True	True	RNA5SP466	pseudo	True	both
ENSG00000252548	106479080	RNU7-149P	pseudo	True	True	RNU7-149P	pseudo	True	both
ENSG00000252549	106479902	RNU6-759P	pseudo	True	True	RNU6-759P	pseudo	True	both
ENSG00000252552	106481276	RNU6-307P	pseudo	True	True	RNU6-307P	pseudo	True	both
ENSG00000252553	100873307	RNA5SP73	pseudo	True	True	RNA5SP73	pseudo	True	both
ENSG00000252554	106479947	RNU6-861P	pseudo	True	True	RNU6-861P	pseudo	True	both
ENSG00000252555	106479818	RNU6-567P	pseudo	True	True	RNU6-567P	pseudo	True	both
ENSG00000252556	106479680	RNU6-256P	pseudo	True	True	RNU6-256P	pseudo	True	both
ENSG00000252558	107063540	RNU6-914P	pseudo	True	True	RNU6-914P	pseudo	True	both
ENSG00000252560	106480545	RNU4-18P	pseudo	True	True	RNU4-18P	pseudo	True	both
ENSG00000252561	106866915	RNU1-125P	pseudo	True	True	RNU1-125P	pseudo	True	both
ENSG00000252562	106479974	RNU6-922P	pseudo	True	True	RNU6-922P	pseudo	True	both
ENSG00000252563	100873284	RNA5SP45	pseudo	True	True	RNA5SP45	pseudo	True	both
ENSG00000252568	100147815	RNU7-28P	pseudo	True	True	RNU7-28P	pseudo	True	both
ENSG00000252577	677681	SCARNA20	ncRNA	True	True	SCARNA20	ncRNA	True	both
ENSG00000252578	106479625	RNU6-135P	pseudo	True	True	RNU6-135P	pseudo	True	both
ENSG00000252581	106481935	RNU6-1098P	pseudo	True	True	RNU6-1098P	pseudo	True	both
ENSG00000252582	124900284	LOC124900284	pseudo	True	True	LOC124900284	pseudo	True	both
ENSG00000252583	100422847	MIR514B	ncRNA	True	True	MIR514B	ncRNA	True	both
ENSG00000252587	100873673	RNA5SP422	pseudo	True	True	RNA5SP422	pseudo	True	both
ENSG00000252590	106479078	RNU7-143P	pseudo	True	True	RNU7-143P	pseudo	True	both
ENSG00000252591	106480769	RNA5SP468	pseudo	True	True	RNA5SP468	pseudo	True	both
ENSG00000252593	106480101	RNU6-1224P	pseudo	True	True	RNU6-1224P	pseudo	True	both
ENSG00000252594	106479857	RNU6-656P	pseudo	True	True	RNU6-656P	pseudo	True	both
ENSG00000252595	106480462	RN7SKP82	pseudo	True	True	RN7SKP82	pseudo	True	both
ENSG00000252597	106480821	RNU7-137P	pseudo	True	True	RNU7-137P	pseudo	True	both
ENSG00000252598	100873704	RNA5SP460	pseudo	True	True	RNA5SP460	pseudo	True	both
ENSG00000252599	106481903	RNU6-566P	pseudo	True	True	RNU6-566P	pseudo	True	both
ENSG00000252601	124900206	LOC124900206	pseudo	True	True	LOC124900206	pseudo	True	both
ENSG00000252603	106479553	RNU6ATAC22P	pseudo	True	True	RNU6ATAC22P	pseudo	True	both
ENSG00000252604	106481648	RNU2-44P	pseudo	True	True	RNU2-44P	pseudo	True	both
ENSG00000252606	106480072	RNU6-1150P	pseudo	True	True	RNU6-1150P	pseudo	True	both
ENSG00000252608	106481555	RNU6-1191P	pseudo	True	True	RNU6-1191P	pseudo	True	both
ENSG00000252611	106481780	RNU6-1121P	pseudo	True	True	RNU6-1121P	pseudo	True	both
ENSG00000252614	106479923	RNU6-807P	pseudo	True	True	RNU6-807P	pseudo	True	both
ENSG00000252618	100873689	RNA5SP441	pseudo	True	True	RNA5SP441	pseudo	True	both
ENSG00000252619	106481542	RNU6-1149P	pseudo	True	True	RNU6-1149P	pseudo	True	both
ENSG00000252620	106479554	RNU6ATAC24P	pseudo	True	True	RNU6ATAC24P	pseudo	True	both
ENSG00000252622	106479956	RNU6-881P	pseudo	True	True	RNU6-881P	pseudo	True	both
ENSG00000252623	100873723	RNA5SP481	pseudo	True	True	RNA5SP481	pseudo	True	both
ENSG00000252624	100873661	RNA5SP409	pseudo	True	True	RNA5SP409	pseudo	True	both
ENSG00000252625	106480158	RNU1-40P	pseudo	True	True	RNU1-40P	pseudo	True	both
ENSG00000252626	106480137	RNU6-1308P	pseudo	True	True	RNU6-1308P	pseudo	True	both
ENSG00000252627	106481876	RNU6-122P	pseudo	True	True	RNU6-122P	pseudo	True	both
ENSG00000252628	106479766	RNU6-453P	pseudo	True	True	RNU6-453P	pseudo	True	both
ENSG00000252633	106480919	RN7SKP282	pseudo	True	True	RN7SKP282	pseudo	True	both
ENSG00000252634	106479192	RN7SKP219	pseudo	True	True	RN7SKP219	pseudo	True	both
ENSG00000252635	106480221	RNU2-56P	pseudo	True	True	RNU2-56P	pseudo	True	both
ENSG00000252636	106479931	RNU6-826P	pseudo	True	True	RNU6-826P	pseudo	True	both
ENSG00000252637	100873521	RNA5SP268	pseudo	True	True	RNA5SP268	pseudo	True	both
ENSG00000252639	106480207	RNU2-24P	pseudo	True	True	RNU2-24P	pseudo	True	both
ENSG00000252640	124903809	LOC124903809	pseudo	True	True	LOC124903809	pseudo	True	both
ENSG00000252641	106479865	RNU6-678P	pseudo	True	True	RNU6-678P	pseudo	True	both
ENSG00000252642	100873405	RNA5SP137	pseudo	True	True	RNA5SP137	pseudo	True	both
ENSG00000252643	106480066	RNU6-1136P	pseudo	True	True	RNU6-1136P	pseudo	True	both
ENSG00000252644	100147817	RNU7-30P	pseudo	True	True	RNU7-30P	pseudo	True	both
ENSG00000252645	106481800	RNU7-111P	pseudo	True	True	RNU7-111P	pseudo	True	both
ENSG00000252647	100873667	RNA5SP416	pseudo	True	True	RNA5SP416	pseudo	True	both
ENSG00000252649	100873722	RNA5SP480	pseudo	True	True	RNA5SP480	pseudo	True	both
ENSG00000252650	100873309	RNA5SP75	pseudo	True	True	RNA5SP75	pseudo	True	both
ENSG00000252651	106479814	RNU6-557P	pseudo	True	True	RNU6-557P	pseudo	True	both
ENSG00000252653	100873690	RNA5SP444	pseudo	True	True	RNA5SP444	pseudo	True	both
ENSG00000252654	100147749	RNU7-6P	pseudo	True	True	RNU7-6P	pseudo	True	both
ENSG00000252656	106480860	RN7SKP88	pseudo	True	True	RN7SKP88	pseudo	True	both
ENSG00000252657	124900394	LOC124900394	pseudo	True	True	LOC124900394	pseudo	True	both
ENSG00000252658	106481429	RNU6-786P	pseudo	True	True	RNU6-786P	pseudo	True	both
ENSG00000252659	106480044	RNU6-1088P	pseudo	True	True	RNU6-1088P	pseudo	True	both
ENSG00000252661	106481917	RNU6-782P	pseudo	True	True	RNU6-782P	pseudo	True	both
ENSG00000252673	100873672	RNA5SP421	pseudo	True	True	RNA5SP421	pseudo	True	both
ENSG00000252674	100873373	RNA5SP102	pseudo	True	True	RNA5SP102	pseudo	True	both
