gene	direction	source_log2fc	module_id	source_contrast	audit_only	direction_source_a	direction_source_b	source_a_log2fc	source_b_log2fc
AGO3	down	-0.64272378	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AHNAK2	down	-0.750624157	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AIM2	down	-0.879759613	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AJAP1	down	-0.610898719	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AK1	up	0.772144202	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AK5	down	-0.824214103	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AK6	down	-0.767177508	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKAIN1	down	-0.861886796	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKAP11	down	-0.798240281	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKAP7	down	-0.586183635	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKIRIN1	down	-0.803233004	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKR1B10	up	1.125975758	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKR1C2	up	0.880070275	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKT2	up	0.936717357	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AKTIP	down	-0.667240911	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AL445238.1	down	-0.768337435	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AL845331.2	up	1.597321618	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALDH16A1	up	0.701580349	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALDH18A1	down	-0.606400977	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALDH1L1	up	1.482027183	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALDH4A1	down	-0.925803026	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALG11	down	-0.677104314	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALG5	down	-0.882318906	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALG6	down	-0.725101279	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALG8	down	-0.646702442	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALKAL2	down	-0.689610431	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALPK3	up	0.892003771	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALPL	down	-0.947236199	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ALS2CL	up	0.975442208	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AMER2	down	-0.773476756	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AMER3	down	-0.67051171	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AMN	up	2.015583887	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANAPC10	down	-0.59357631	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANAPC13	down	-0.791271803	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANGEL2	down	-1.08446184	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANGPT1	up	0.964501181	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANGPT4	up	1.411938592	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANGPTL1	up	1.085022183	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANGPTL6	down	-1.893480539	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANK1	down	-0.808162963	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANK2	down	-0.839019081	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKAR	down	-0.5938137	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKRD12	down	-0.997256483	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKRD2	up	2.875577324	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKRD46	down	-0.620183373	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKRD53	up	1.777014049	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKS1B	down	-0.940892872	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANKZF1	up	0.61758408	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANLN	down	-0.805891041	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANO2	up	0.958034082	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANO3	down	-1.30335752	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANO4	down	-0.878485062	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANO5	down	-0.925266779	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANOS1	down	-0.951047554	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ANP32B	down	-0.596255876	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AOC3	up	0.887002556	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AP1S2	down	-1.020764054	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AP3B2	down	-0.782007391	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AP4S1	down	-0.880640248	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AP5M1	down	-0.598809106	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AP5Z1	up	0.682389155	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APBA2	down	-0.70155927	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APBB1	down	-0.613331093	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APBB1IP	down	-0.618466762	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APBB3	up	0.653840319	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APC	down	-0.889386925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APEX1	down	-0.777961042	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APIP	down	-1.324504874	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APLNR	down	-0.599950635	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APLP1	down	-0.709440617	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APOC1	down	-1.382971637	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APOC2	down	-1.100613832	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APOD	down	-0.757951641	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APOL3	up	1.042332041	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APOL6	up	0.594111343	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
APPBP2	down	-0.602774514	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AQP4	down	-1.828696219	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AQP7	up	2.406783789	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AR	up	1.042951404	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARAP3	up	1.227357913	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARFGEF3	down	-0.686799198	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARG2	down	-0.977568537	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGAP19	down	-1.141140047	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGAP21	down	-0.58604031	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGAP28	up	0.979511493	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGAP4	up	0.634751309	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGAP42	down	-1.027856626	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGAP5	down	-0.889513471	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGDIG	down	-0.610365825	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGEF10L	up	0.801995599	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGEF15	up	1.06499612	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARHGEF37	up	1.076735255	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARID3A	up	0.761049339	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARID5A	up	0.854951162	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARL2BP	down	-0.704125775	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARL4A	down	-0.655064493	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARL6IP1	down	-0.847815992	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARL6IP5	down	-0.913902723	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARMC10	down	-1.50844381	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARMCX5	down	-0.919927465	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARMH4	down	-0.622616335	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARMT1	down	-1.035367754	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARNT2	down	-0.764939015	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARPC1A	down	-0.603792405	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARPC5	down	-0.715541287	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARPP19	down	-0.884036451	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARPP21	up	0.593399675	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARSB	down	-0.79974672	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARSE	down	-1.029912598	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARSL	down	-0.652806724	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ARV1	down	-0.588288176	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASB12	down	-1.052033774	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASB8	down	-0.692532863	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASB9	up	0.687151251	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASPDH	down	-1.030147353	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASPHD2	down	-0.629288811	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASPN	down	-0.770981402	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASTE1	down	-0.752826327	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASTN1	down	-1.534417576	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASTN2	down	-0.885752431	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ASXL2	down	-0.609766737	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATAD1	down	-0.857740057	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATCAY	down	-0.788596507	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATG12	down	-0.792234063	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATG16L2	up	0.71053983	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATG3	down	-0.776782415	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATL1	down	-0.864789238	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATMIN	down	-0.737484234	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATOX1	down	-0.672748411	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP1A1	down	-0.95973158	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP1A2	down	-0.689726517	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP1A3	down	-0.893398459	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP1B1	down	-0.626901615	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP1B3	down	-0.755446186	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP2A3	up	0.977269198	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP2B2	down	-0.94070179	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP2B3	down	-1.008262421	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5F1A	down	-0.872310899	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5F1C	down	-0.824593502	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5MC1	down	-0.88520383	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5MF	down	-0.768164685	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5PB	down	-0.607627957	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5PD	down	-0.804922237	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP5PF	down	-0.879677978	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6AP2	down	-1.321187358	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V0A1	down	-0.664918608	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V0B	down	-0.626325893	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V0C	down	-0.661689719	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V0E1	down	-0.673387798	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V0E2	down	-1.142076127	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V1A	down	-0.768311737	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V1E1	down	-0.835269935	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V1F	down	-0.660129626	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V1G1	down	-0.775379165	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP6V1G2	down	-1.33711486	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP8A2	down	-0.862157575	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ATP8B4	down	-0.890803358	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AUP1	up	0.694170564	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AVIL	down	-0.992610825	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AZIN1	down	-0.681885061	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
AZU1	up	0.595623572	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B3GALNT1	down	-0.685161886	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B3GALT1	down	-1.448031635	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B3GALT2	down	-0.795493811	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B3GALT5	down	-1.366026515	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B3GNT2	down	-0.593325564	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B3GNT5	down	-0.617552576	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B4GALT6	down	-0.920670925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
B4GAT1	down	-0.852532907	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BAG4	down	-0.971209274	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BAHCC1	up	0.756194292	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BAX	up	0.681536317	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBIP1	down	-0.970645927	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBOF1	up	0.590989199	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBS1	up	0.659373459	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBS10	down	-1.019397455	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBS12	down	-0.640659014	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBS2	down	-0.65040429	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BBS5	down	-0.696132964	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BCAR1	up	0.59160132	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BCHE	down	-1.754438048	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BCO1	down	-2.297283073	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BDH1	down	-0.610293314	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BDH2	down	-0.591406669	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BDKRB2	down	-0.88664213	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BDNF	down	-1.05474748	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BEND5	down	-0.799848286	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BEX4	down	-0.891046744	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BEX5	down	-0.969628026	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BHLHE40	up	0.748260481	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BHMT2	up	0.704191939	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BICC1	up	0.608878636	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BICD2	up	0.604659491	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BICRA	up	0.587309716	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BIN1	up	0.727548571	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BIN3	down	-0.590921743	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BIRC2	down	-0.712263046	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BLOC1S3	up	0.790423115	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMF	up	0.893804491	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMP1	up	0.599481589	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMP2K	down	-0.627251566	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMP3	down	-1.216644808	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMP4	up	1.474307218	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMP5	up	1.320204544	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMP6	up	1.068949784	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMT2	down	-0.683080555	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BMX	up	1.30633998	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BNIPL	up	0.789002261	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BOC	up	0.585764003	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BOD1L1	down	-0.742777498	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BOK	up	0.889529358	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BOLA3	down	-1.254529816	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BPHL	up	0.780791891	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BPIFC	up	0.678792271	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRAF	down	-1.051934613	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRAP	down	-0.709733602	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRCA1	up	0.669564343	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRD9	up	0.733702053	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRICD5	down	-0.68735968	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRINP2	down	-1.09924927	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BRSK2	down	-0.676662751	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BSCL2	down	-0.840278439	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
BSN	down	-0.972300394	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
