gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status
POLD4	2.56086595832779e-08	0.807302179124627	0.379	0.214	0.000475834503716886	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PPIA	8.60158662668899e-13	1.44408968583556	0.493	0.217	1.59826081110508e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PPP1R12C	2.75882196473474e-08	0.587698420007343	0.585	0.384	0.000512616709267362	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PPP1R36	2.16454749099507e-10	0.85355064692635	0.143	0.072	4.02194569301794e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRDX3	1.07186644926171e-06	1.33216450654753	0.24	0.108	0.0199163504937318	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRDX4	2.94348405270206e-11	-0.762967463442279	0.273	0.271	5.4692877183257e-07	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRKAG2	1.02653058610704e-07	0.796379637982154	0.514	0.291	0.0019073964820455	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRPSAP1	3.36854616291084e-09	0.616291415704562	0.432	0.247	6.25909562530463e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRR14L	8.22063627057227e-13	0.820368902279505	0.385	0.189	1.52747642543503e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRRC2C	1.70400811139853e-14	0.766791517119706	0.518	0.29	3.16621747178962e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PRXL2A	2.09717633095039e-26	-0.614433127098142	0.697	0.766	3.89676334053891e-22	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PSAP	7.90050048834832e-98	-0.868753071127358	0.814	0.901	1.46799199574e-93	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PSD3	1.06278222391009e-18	0.638065088415103	0.522	0.3	1.97475565024734e-14	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PSME3IP1	6.82543612252899e-07	1.09465842888364	0.1	0.064	0.0126823428592711	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PTCHD1	2.87635593933457e-09	-1.03506517266882	0.084	0.12	5.34455697087756e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PTGES	1.10751265977268e-12	-0.754902788827678	0.37	0.349	2.05786927312361e-08	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PTGR3	4.12237918585238e-14	1.40295112115515	0.099	0.058	7.65979276523231e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PTMS	2.68670550062066e-07	-0.644730028879415	0.492	0.626	0.00499216749070325	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PTPRA	6.44424551000528e-12	0.830292927569192	0.644	0.417	1.19740525821408e-07	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PXN	2.29786316607127e-07	0.756795041566244	0.243	0.126	0.00426965954887702	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
QARS	5.94251849251026e-23	-0.646667732448213	0.309	0.316	1.10417936109333e-18	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
QARS1	2.1986535788592e-55	0.928940659505179	0.202	0.112	4.08531821487827e-51	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RAB22A	3.6179950235384e-08	0.695487320957006	0.302	0.16	0.00067225965532367	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RAB5C	2.12770300349379e-07	-0.852123623106987	0.387	0.432	0.00395348495079181	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RABAC1	5.43526910617324e-45	-0.724143499279526	0.721	0.806	1.00992735261805e-40	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RALGDS	6.25903406507932e-07	0.759812148091567	0.455	0.259	0.0116299111963239	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RAPGEF4	1.99113293631402e-11	0.861874517032271	0.559	0.315	3.69972410896508e-07	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RB1CC1	4.45642132936938e-12	0.799046968550803	0.56	0.309	8.28047647210125e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RBAK	1.03292524822867e-06	1.38256513189869	0.206	0.058	0.0191927840373369	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RBBP8	2.20382568273484e-10	0.783372185451957	0.084	0.043	4.09492850108961e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RBM5	2.07598219005666e-07	0.586352006298476	0.355	0.236	0.00385738250734429	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RC3H2	9.61615397010591e-09	0.828259935268566	0.443	0.234	0.000178677756918538	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RCC2	2.17417401938261e-08	1.18536510519276	0.237	0.097	0.000403983274541483	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RGS16	1.98455962726582e-06	-1.19681373938286	0.148	0.167	0.0368751024342262	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RIGI	3.37200297154688e-16	1.12226399795748	0.11	0.073	6.26551872143125e-12	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RIMOC1	3.30086029018879e-16	0.878004871343074	0.098	0.058	6.1333285051998e-12	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RIPOR1	1.75453904542945e-09	-0.66000065020866	0.59	0.592	3.26010900031246e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RNF181	6.46369778835995e-08	0.871408386285148	0.303	0.15	0.00120101968605516	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RNF6	2.21605963789101e-10	0.695268490256359	0.315	0.163	4.11766041316529e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RNH1	1.43965208812148e-13	-1.10534643760316	0.561	0.677	2.67501754493852e-09	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RRAGC	1.70782381681194e-09	0.742975392988194	0.35	0.187	3.17330743401827e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RTL8A	8.26989228466495e-13	1.0679951721131	0.201	0.075	1.53662868541359e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RTRAF	2.41302427309659e-08	0.658042426542392	0.331	0.173	0.000448364040184077	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
RUSF1	1.48122089353808e-60	0.911953827679339	0.242	0.128	2.7522565422831e-56	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
S100A4	7.43083799209249e-08	-0.782796950960288	0.103	0.147	0.00138072400731071	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SAMD4A	1.06080580177532e-06	0.884756938501931	0.222	0.108	0.0197108326027872	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SANBR	4.98949099719677e-12	1.26761341858108	0.189	0.1	9.27097322189131e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SARS1	7.47077191467901e-35	1.19090412808816	0.189	0.098	1.38814412946651e-30	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SCAMP3	1.02543688516961e-07	-0.879390870546282	0.47	0.504	0.00190536427633365	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SCD5	2.51282931860547e-35	-1.06896303571774	0.607	0.691	4.66908815690083e-31	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SCMH1	2.78126513024559e-07	0.727328297491323	0.21	0.117	0.00516786873850932	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SCYL2	5.60683281867118e-07	0.711904966670113	0.332	0.177	0.0104180560603729	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SDHA	1.14440492729889e-12	0.78104628793518	0.618	0.379	2.12641879541407e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SEC11C	2.4772584568468e-09	-0.752577252713739	0.583	0.645	4.60299393866704e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SEPTIN5	3.04991748858168e-16	-0.66776279805002	0.807	0.884	5.66705168553362e-12	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SERPING1	1.36407610123269e-06	-1.37762786602582	0.062	0.146	0.0253458980370047	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SERTM1	1.50006366555985e-06	0.624357221352938	0.314	0.209	0.0278726829697676	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SKIC3	3.27053538798933e-77	0.836750779619265	0.22	0.12	6.07698180442298e-73	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SKIC8	3.44816716543693e-16	0.808098428146926	0.14	0.09	6.40703941009836e-12	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLC16A3	9.86504849515719e-32	-1.11772517778896	0.662	0.795	1.83302466088516e-27	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLC25A28	4.10072630928132e-09	1.41039981527749	0.362	0.144	7.61955955527563e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLC25A4	1.71673444335339e-17	-0.639386586918565	0.682	0.772	3.18986426919494e-13	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLC6A17	9.44606354056217e-07	-0.627048791919559	0.541	0.548	0.0175517306647186	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLC9A3R1	1.28412776240363e-18	-1.34073811436518	0.218	0.284	2.38603779532219e-14	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLC9A3R2	1.44036401183397e-21	-0.724278848869842	0.246	0.282	2.6763403703887e-17	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SLCO4C1	4.05141757585239e-07	0.646943699625631	0.032	0.009	0.00752793899769133	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SMAD9	1.30197599705182e-07	1.0020743279942	0.414	0.224	0.00241920160012199	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SOCS4	3.6209551770126e-09	0.632705257976328	0.382	0.227	6.72809681440712e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SORBS1	2.22977038745868e-14	0.746603699293582	0.398	0.29	4.14313635693697e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SOS1	3.84976095712416e-46	0.850963105601573	0.563	0.334	7.1532408344324e-42	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SPACA9	2.823835310412e-14	0.899092259340569	0.202	0.096	5.24696839027654e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SPARCL1	3.86640163921367e-08	0.912694319328927	0.302	0.174	0.000718416088582292	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SPOCK1	1.52407834749931e-45	-0.850149468577748	0.766	0.839	2.83188997748848e-41	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SPRING1	8.50784881014308e-25	1.26556909034266	0.12	0.067	1.58084338741269e-20	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SPRYD3	1.71241162775912e-15	-0.713108269782554	0.559	0.616	3.18183204553922e-11	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SRRD	5.27699843324587e-07	0.655015778246577	0.217	0.114	0.00980519078881414	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SRSF5	6.50156897148356e-10	1.17092813009012	0.513	0.268	1.20805653059136e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
STARD7	1.55925998657467e-06	0.786522239018111	0.301	0.135	0.028972609810544	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
STEAP3	7.63621859516485e-13	-0.89030666127632	0.737	0.825	1.41888577716758e-08	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
STIM1	1.61336811422012e-07	-0.710267493775445	0.595	0.605	0.00299779929303241	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
STMN4	6.18437947889139e-10	-0.589983996351918	0.48	0.506	1.14911955097281e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SUZ12	4.6025398802646e-11	0.982520004606811	0.186	0.086	8.55197935151965e-07	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SYN1	7.95198469581796e-10	-0.646329542384949	0.601	0.651	1.47755827632994e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SYP	6.77206546686617e-26	-0.676450339153798	0.811	0.867	1.2583174843984e-21	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SYT1	4.18097734219936e-10	-1.00800072090611	0.643	0.766	7.76867399954064e-06	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
SYT14	8.89918880272892e-13	0.692788818154513	0.267	0.143	1.65355827143506e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
