gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status
LDAF1	2.91352779763938e-17	1.54890592741809	0.121	0.066	5.41362600079373e-13	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LDLR	1.79823594764427e-06	-0.678545610972164	0.71	0.741	0.0334130221431782	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LGALS1	1.08949318350812e-24	-0.691523248067344	0.777	0.905	2.02438728427644e-20	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LGALS3BP	1.34776407192381e-22	-0.707589132056453	0.657	0.774	2.50428042204163e-18	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LIPH	2.75078205952123e-09	-0.979946530967559	0.144	0.152	5.1112281447964e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LMAN2	8.84595191152016e-10	-0.650106059554903	0.504	0.512	1.64366632467956e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LMNA	7.19436426243043e-27	-0.764688620192559	0.353	0.502	1.3367848236022e-22	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LSAMP	8.7510876408992e-13	-0.585631828263507	0.606	0.67	1.62603959455548e-08	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LUC7L3	1.39692101474971e-06	1.04971530683555	0.443	0.297	0.0259561893750643	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LUZP1	1.59524117286013e-07	0.628256720888671	0.373	0.199	0.00296411762329142	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
LZTS3	4.18543170019577e-10	-0.78064412071259	0.474	0.488	7.77695064213376e-06	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MADD	1.0567853532296e-10	0.625829514807953	0.703	0.488	1.96361286483592e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAOB	4.36358914988956e-08	-0.619683754944748	0.326	0.33	0.000810798499940978	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAP1A	3.5640635200066e-09	0.612328247871633	0.865	0.85	6.62238642652426e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAP2K4	2.91912715673639e-29	0.58843334667168	0.495	0.322	5.42403016993188e-25	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAP3K2	1.01844715386969e-10	1.17499839338661	0.343	0.156	1.89237665660527e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAP3K20	1.30658698086225e-06	0.743342350925538	0.198	0.099	0.0242776926914015	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAP3K5	2.85045570224563e-11	0.728736145480601	0.437	0.257	5.2964317403426e-07	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAP4K5	2.83220244189e-07	1.12045328809828	0.339	0.172	0.00526251535727581	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAPK10	1.39200602739494e-29	0.69957504122685	0.73	0.565	2.58648639950254e-25	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAPK6	2.93914293459232e-10	0.699510414349245	0.293	0.148	5.461221486766e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCH1	4.32093562720766e-07	-0.83496807771815	0.121	0.1	0.00802873048891455	True	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCH11	5.17006401558124e-08	-0.595453180202255	0.167	0.127	0.000960649594735151	True	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCH4	2.9489013377437e-07	-0.669095185690901	0.118	0.094	0.00547935357566156	True	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCH7	2.53574737181486e-11	0.858993645266777	0.322	0.178	4.7116721915692e-07	True	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCHF2	2.95070625510878e-44	1.48118158439611	0.175	0.09	5.48270729261762e-40	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCHF5	1.59601792738465e-21	1.1336198267906	0.161	0.092	2.96556091087342e-17	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCHF6	4.99532984316206e-43	0.946803004162149	0.218	0.119	9.28182238157942e-39	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCHF8	3.22717700775083e-16	1.77290806384045	0.117	0.061	5.99641759810182e-12	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MARCHF9	5.38480178398021e-27	1.37453632615153	0.103	0.064	1.00055001948136e-22	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MAST3	8.19226706407858e-09	-0.701904723673054	0.475	0.462	0.000152220514317644	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MASTL	1.26286695849459e-07	0.861576467230795	0.161	0.069	0.0023465330955788	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MATCAP1	3.29650286671939e-16	1.68022096423895	0.186	0.097	6.1252319766513e-12	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MED13	2.74057727017683e-07	0.714837553507845	0.274	0.13	0.00509226662571557	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
METRNL	8.55456032050698e-08	-0.75119878364361	0.125	0.147	0.0015895228531534	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
METTL13	2.24603938849775e-19	0.902345836338734	0.146	0.087	4.17336578776767e-15	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MEX3C	1.35698755600342e-06	1.04287483331986	0.295	0.135	0.0252141857780995	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MFSD14A	1.1432450193247e-14	0.68662071807252	0.43	0.226	2.12426357040722e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MICOS10	8.02380894555691e-15	0.694303131771513	0.417	0.247	1.49090394017393e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MIF	2.7757239345327e-07	-0.729510078722292	0.45	0.486	0.00515757264275521	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MPZL1	1.50543164261509e-08	-0.75596934188942	0.33	0.323	0.00027972425351431	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MT-ND4L	3.13564553403534e-09	1.32045688496358	0.437	0.31	5.82634296679107e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MT2A	1.70507481859676e-06	0.665204968324891	0.306	0.195	0.0316819952043465	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MTARC1	1.57669216162073e-21	0.862899090144487	0.115	0.076	2.92965170550748e-17	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MTARC2	7.53341452605984e-07	0.711060811021508	0.045	0.042	0.0139978375308718	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MTMR12	6.3735879729228e-08	0.703696129374614	0.277	0.154	0.00118427638124879	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MYCBP2	8.60245364396705e-11	0.787146998681695	0.58	0.345	1.59842191158552e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MYDGF	2.38630136988609e-16	-0.83562020840709	0.432	0.492	4.43398657538535e-12	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
MYG1	5.60734994162266e-58	1.392237136379	0.207	0.105	1.04190169265291e-53	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
N4BP2L2	2.72437272333064e-07	0.737035475461973	0.349	0.221	0.00506215695722066	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NAGK	4.38699185460448e-14	-0.593186885781201	0.599	0.605	8.15146956504058e-10	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NARS1	1.22398618456982e-46	1.10238210691538	0.251	0.129	2.27428872954918e-42	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NBN	2.29428260676085e-07	0.781702789952984	0.417	0.231	0.00426300651162234	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NCDN	5.71124498025889e-09	-0.824809790411861	0.845	0.907	0.00010612064297819	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NCOA2	4.91156131783159e-13	0.85045800050315	0.39	0.205	9.12617208466287e-09	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NDRG1	1.23589271352123e-06	0.72433985184477	0.205	0.154	0.0229641225099381	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NECTIN1	1.06804133586964e-11	-0.595739552716337	0.513	0.554	1.98452760617937e-07	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NHERF1	1.61708434708512e-39	1.21728900825394	0.178	0.076	3.00470442531886e-35	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NHERF2	3.44779731545836e-29	1.14287091971176	0.174	0.1	6.40635219185318e-25	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NOL10	2.65750989575977e-07	0.929086097837553	0.234	0.104	0.00493791913731123	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NPC2	4.58161216359414e-16	-0.666019251418845	0.208	0.276	8.51309356117428e-12	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NR2C2	1.62000224233957e-13	0.589872788154223	0.366	0.209	3.01012616649115e-09	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NRBF2	2.17039015463424e-09	0.896948537724622	0.287	0.137	4.03280194632589e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NSD3	2.81791794081013e-08	1.92325119490774	0.367	0.118	0.00052359733258193	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NT5DC3	2.4557745309366e-07	-0.607920469075021	0.237	0.204	0.00456307465593329	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NTAQ1	4.55273544964084e-13	1.6090183620918	0.099	0.055	8.45943773897765e-09	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NTRK1	1.06844630203801e-09	-0.738095328758071	0.502	0.549	1.98528007381682e-05	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NUFIP2	1.56889269386703e-10	0.69702259375422	0.479	0.274	2.91515951447434e-06	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NUMBL	3.76491727450283e-08	-0.634369866043525	0.567	0.588	0.000699559278775371	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
NUP58	9.45373197555068e-10	0.791555203478988	0.439	0.23	1.75659793837707e-05	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
OBSCN	1.00096978527597e-14	-1.32819958743227	0.161	0.216	1.85990195802128e-10	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
OGT	2.00784523454477e-14	0.632474563731394	0.479	0.372	3.73077723030764e-10	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
OS9	2.12645908345764e-28	-0.630041299447096	0.715	0.746	3.95117362297264e-24	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
OSER1	1.48633933875272e-06	0.899334184835142	0.392	0.194	0.0276176712533643	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
P2RX3	4.39142115680756e-18	-0.673539321264365	0.495	0.538	8.15969965146413e-14	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
P2RY12	8.66274770518735e-07	-0.714215164021857	0.102	0.126	0.0160962515110086	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
P4HA2	6.60984415473983e-21	-0.841873405896307	0.59	0.67	1.22817514239221e-16	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PABIR2	3.80257668651578e-15	1.65592577416619	0.079	0.057	7.06556774121497e-11	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PAIP1	8.78672274477615e-07	0.596786587885117	0.234	0.13	0.0163266095320686	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PALM2AKAP2	4.14719318083008e-54	1.00103499674878	0.218	0.113	7.70589964930038e-50	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PALS1	7.38796735574469e-07	1.01593941250296	0.08	0.061	0.0137275821437092	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PALS2	6.94479452644425e-07	0.905055705649532	0.062	0.05	0.0129041227095861	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PCCA	8.71208364431121e-07	0.618859208699866	0.298	0.163	0.0161879226194947	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PCDH1	1.59643375568492e-12	-0.60196055384076	0.659	0.682	2.96633356143815e-08	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PCMTD1	5.89844909336344e-07	0.822237546661789	0.341	0.177	0.0109599082603786	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PCP4	1.00105729934881e-06	-0.697281531037689	0.319	0.427	0.0186006456792002	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PCYOX1	2.03761663868741e-12	-0.937755961115577	0.502	0.583	3.78609547634508e-08	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PDS5B	2.18152275500297e-06	1.06199653426672	0.263	0.108	0.0405348743107102	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PEDS1	4.28809138164189e-96	1.42118984657773	0.237	0.114	7.9677025962288e-92	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PFN1	1.3993011622964e-21	-0.634164550803247	0.521	0.579	2.60004148966294e-17	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PGAP4	1.82860372923263e-45	1.28604147025357	0.189	0.091	3.39772858928716e-41	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PGAP6	5.90854826858194e-58	0.92221812721432	0.197	0.114	1.09786735378521e-53	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PGK1	1.46084396496074e-12	-1.14161293503668	0.244	0.238	2.71439417129356e-08	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PHAF1	5.21131294872423e-12	0.912166480308134	0.102	0.081	9.68314059002449e-08	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PHB1	6.57398792774847e-08	1.82606966544968	0.067	0.043	0.00122151269685494	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PIERCE2	3.59034400057987e-16	0.587370585090675	0.046	0.046	6.67121818747747e-12	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PILRB	3.01429901840969e-18	0.901781646096257	0.399	0.227	5.60086900610704e-14	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PITRM1	1.56552391026646e-33	0.603053150974667	0.696	0.491	2.90889997766611e-29	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PKN1	1.49260989617852e-06	-0.913074590585571	0.104	0.136	0.027734184480893	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PLEKHB2	1.20099202779415e-34	-0.608529627197651	0.662	0.711	2.23156328684431e-30	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PLEKHM3	8.50959141408083e-09	0.923407870779845	0.423	0.205	0.000158116718065036	False	up	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PMP22	1.13046278282833e-18	-0.715068898645098	0.703	0.797	2.10051289677331e-14	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
PNMA1	6.1747779756052e-20	-0.904071088783994	0.617	0.708	1.1473354956472e-15	False	down	True	True	True	Sup_Data6	severity_neuron_modhigh_vs_low_nageotte	hDRG_neurons	Diabetes_ModHigh_minus_Diabetes_Low	preprint_supplement_not_peer_reviewed
