gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status	gene_input	human_gene_id	mapping_method	current_human_symbol	target_current_symbol	baseMean	target_log2FoldChange	target_stat	target_padj	target_source_symbol	mapped_to_target_universe
ELAPOR1	1.88e-08	-1.571956121	0.011	0.027	0.000349047	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ELAPOR1	57535	official_exact	ELAPOR1	ELAPOR1	1653.37659672481	-0.294885198064471	-1.10877809558082	0.51573435454492	KIAA1324	True
ELAPOR2	1.95e-15	-1.745095127	0.02	0.059	3.62e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ELAPOR2	222223	official_exact	ELAPOR2	ELAPOR2	3616.2105981036	-0.256551826432191	-0.925594191741401	0.664508090145743	KIAA1324L	True
EMID1	2.09e-11	-1.246983076	0.029	0.066	3.88e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	EMID1	129080	official_exact	EMID1	EMID1	100.561219229951	0.112675051895705	0.287255420321145	0.89282251416346	EMID1	True
EMILIN2	3.59e-07	-0.740959909	0.052	0.077	0.006667907	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	EMILIN2	84034	official_exact	EMILIN2	EMILIN2	1353.13717176814	0.959377061691958	4.26522126442511	0.00326498649254705	EMILIN2	True
ENG	8.63e-86	-0.728034658	0.23	0.31	1.6000000000000002e-81	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENG	2022	official_exact	ENG	ENG	6072.42310609424	0.270981607885072	1.33529481779286	0.549887162026496	ENG	True
ENSG00000108448	1.69e-06	-1.350221582	0.001	0.003	0.031423713	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000108448		unresolved_or_ambiguous								False
ENSG00000125122	1.37e-08	-1.894988557	0.008	0.027	0.00025427	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000125122		unresolved_or_ambiguous								False
ENSG00000130723	1.19e-08	-1.748347998	0.06	0.192	0.000220967	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000130723		unresolved_or_ambiguous								False
ENSG00000167747	1.44e-17	-2.37995702	0.019	0.078	2.67e-13	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000167747		unresolved_or_ambiguous								False
ENSG00000170846	1.35e-11	-2.00402198	0.015	0.05	2.52e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000170846		unresolved_or_ambiguous								False
ENSG00000182584	7.3e-07	-1.612033338	0.004	0.008	0.013562882	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000182584		unresolved_or_ambiguous								False
ENSG00000188707	7.87e-09	-1.067950242	0.011	0.021	0.000146156	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000188707		unresolved_or_ambiguous								False
ENSG00000196381	7.56e-19	-2.010608249	0.005	0.018	1.4e-14	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000196381		unresolved_or_ambiguous								False
ENSG00000198019	3.1e-08	-3.210506844	0.002	0.023	0.000575083	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000198019		unresolved_or_ambiguous								False
ENSG00000205212	4.79e-11	-2.676989203	0.011	0.061	8.89e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000205212		unresolved_or_ambiguous								False
ENSG00000215271	4.8199999999999994e-23	-2.163488503	0.017	0.062	8.95e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000215271		unresolved_or_ambiguous								False
ENSG00000221995	3.73e-08	-1.972528253	0.024	0.083	0.000692689	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000221995		unresolved_or_ambiguous								False
ENSG00000284976	1.13e-06	-2.477319019	0.014	0.076	0.021002864	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000284976		unresolved_or_ambiguous								False
ENSG00000285269	2.72e-08	-1.489790331	0.009	0.027	0.000505112	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000285269		unresolved_or_ambiguous								False
ENSG00000285566	8.24e-08	-1.431079535	0.013	0.036	0.001531135	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENSG00000285566		unresolved_or_ambiguous								False
ENTREP1	1.8399999999999998e-23	-0.781628399	0.021	0.041	3.42e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENTREP1	9413	official_exact	ENTREP1	ENTREP1	1232.22952704307	-0.605786836773235	-3.08030586949271	0.044967499012354	FAM189A2	True
ENTREP3	3.36e-15	-2.064051379	0.023	0.086	6.24e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ENTREP3	10712	official_exact	ENTREP3	ENTREP3	7153.16511763801	-0.574870767382372	-2.44984078610782	0.161521332688377	FAM189B	True
EPRS1	2.09e-08	-1.851090948	0.056	0.187	0.000388248	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	EPRS1	2058	official_exact	EPRS1	EPRS1	21663.0146287057	-0.0297050203713019	-0.127628098769272	1.0	EPRS	True
ESAM	2.2e-08	-0.694184791	0.072	0.106	0.000408049	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ESAM	90952	official_exact	ESAM	ESAM	1977.29787371766	0.331524882510072	1.43035488762115	0.405123327047526	ESAM	True
ETV6	1.32e-19	-0.644691446	0.141	0.221	2.46e-15	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	ETV6	2120	official_exact	ETV6	ETV6	2890.44474916012	0.317264084485861	1.86260345002883	0.303912807042343	ETV6	True
EVL	3.6099999999999995e-48	-0.58556188	0.401	0.519	6.710000000000001e-44	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	EVL	51466	official_exact	EVL	EVL	7548.46960885415	-0.00581558130354698	-0.0309058292813549	1.0	EVL	True
FA2H	1.73e-11	-0.980085502	0.025	0.052	3.21e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FA2H	79152	official_exact	FA2H	FA2H	1178.78329543168	-0.385284119449769	-1.16098992159368	0.497739094452029	FA2H	True
FABP4	1.36e-12	-1.043821698	0.028	0.062	2.53e-08	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FABP4	2167	official_exact	FABP4	FABP4	518.237028937054	0.079749418021489	0.275131809409463	0.732434382835512	FABP4	True
FAM118A	3e-19	-0.628865414	0.146	0.178	5.57e-15	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FAM118A	55007	unique_synonym	SIRAL2	SIRAL2	3355.13910745554	0.519134171839462	1.58153371416858	0.403423354461026	FAM118A	True
FAM200C	2.64e-23	-1.166399673	0.018	0.036	4.9e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FAM200C	63920	unique_synonym	ZBED8	ZBED8	1314.70170391659	0.114499773763716	0.442631205137892	0.867192174811657	ZBED8	True
FAM83H	2.34e-06	-0.596304884	0.067	0.104	0.043553945	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FAM83H	286077	unique_synonym	SACK1H	SACK1H	437.585441815709	-0.536306386899965	-1.71553885219751	0.268964639729115	FAM83H	True
FCER1G	8.52e-07	-1.052833064	0.061	0.149	0.015827279	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FCER1G	2207	official_exact	FCER1G	FCER1G	8756.28311890265	1.02047513137699	4.29464411105625	0.00352356350438875	FCER1G	True
FCGBP	7.78e-24	-0.773053605	0.197	0.364	1.44e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FCGBP	8857	official_exact	FCGBP	FCGBP	8567.79786503617	0.944596459581358	2.29364183683412	0.201420678932127	FCGBP	True
FGD2	1.93e-12	-0.712658306	0.111	0.167	3.58e-08	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FGD2	221472	official_exact	FGD2	FGD2	3515.40374528549	0.366247219642344	1.30653106751635	0.546077428126547	FGD2	True
FGFBP2	2.43e-07	-0.70966291	0.03	0.061	0.004523964	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FGFBP2	83888	official_exact	FGFBP2	FGFBP2	2165.55120828754	0.349971749754233	1.25935503828488	0.462734599158809	FGFBP2	True
FHIP1A	3.77e-10	-1.376560563	0.008	0.019	7e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FHIP1A	729830	official_exact	FHIP1A	FHIP1A	176.656586648191	0.643774107829548	1.80367815662777	0.28327489180015	FAM160A1	True
FHIP1B	2.09e-41	-2.000591492	0.033	0.12	3.88e-37	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FHIP1B	84067	official_exact	FHIP1B	FHIP1B	3917.90000282475	0.103466998315532	0.474778087660695	0.943966424611836	FAM160A2	True
FHIP2B	5.2e-10	-0.997929703	0.064	0.16	9.66e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FHIP2B	64760	official_exact	FHIP2B	FHIP2B	4976.17717278728	-0.135601601252053	-0.506949054132811	0.929088475410606	FAM160B2	True
FHL1	3.29e-14	-0.813729327	0.051	0.08	6.12e-10	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FHL1	2273	official_exact	FHL1	FHL1	8075.55634322377	-0.185907411629641	-1.05564851940455	0.663284039116805	FHL1	True
FHL3	1.03e-11	-0.714002543	0.083	0.145	1.91e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FHL3	2275	official_exact	FHL3	FHL3	1170.6928775405	-0.352364534596396	-1.27997023011926	0.459057529123405	FHL3	True
FOSB	5.92e-10	-0.713357691	0.025	0.033	1.1e-05	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FOSB	2354	official_exact	FOSB	FOSB	365.538897227876	-0.848667331699581	-1.11599016906725	0.516639329735757	FOSB	True
FPR1	5.66e-08	-1.586977291	0.029	0.085	0.001052592	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FPR1	2357	official_exact	FPR1	FPR1	4452.50354368987	1.36648627792866	3.32128630274571	0.0378472287536585	FPR1	True
FRG1	5.07e-08	-0.659364026	0.055	0.097	0.000942771	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FRG1	2483	official_exact	FRG1	FRG1	3957.75430456377	0.0745123472999328	0.668265725855688	0.687413095445627	FRG1	True
FSCN1	1.77e-10	-0.849314649	0.085	0.154	3.28e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FSCN1	6624	official_exact	FSCN1	FSCN1	1747.97660689835	-0.604478871045877	-1.95392123112104	0.274907073532617	FSCN1	True
FTL	1.62e-35	-0.746452531	0.2	0.339	3.01e-31	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	FTL	2512	official_exact	FTL	FTL	203576.736491054	0.383821727393472	1.22384419150981	0.590027995811713	FTL	True
G0S2	4.38e-07	-0.819090799	0.011	0.024	0.0081388	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	G0S2	50486	official_exact	G0S2	G0S2	14.6562573750134	1.22176100340696	1.80361545312829	0.958849661605257	G0S2	True
GABARAP	4.81e-13	-0.590073693	0.151	0.242	8.94e-09	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GABARAP	11337	official_exact	GABARAP	GABARAP	163.350608131596	-0.139124900877407	-0.798073299441888	0.636960448370731	GABARAP	True
GAL3ST4	8.29e-07	-0.59749721	0.076	0.127	0.015407178	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GAL3ST4	79690	official_exact	GAL3ST4	GAL3ST4	2392.92308932953	-0.124032813348484	-0.384349884184195	0.891353335381023	GAL3ST4	True
GARIN1A	1.08e-16	-2.127884214	0.015	0.054	2.01e-12	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GARIN1A	346653	official_exact	GARIN1A	GARIN1A	1111.49242864776	-0.22606317088281	-1.70990921094455	0.314518874661629	FAM71F2	True
GARRE1	5.88e-16	-1.393934295	0.039	0.104	1.09e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GARRE1	9710	official_exact	GARRE1	GARRE1	4543.92981192092	0.0740080562998337	0.601912249009413	0.891226760470416	KIAA0355	True
GBA1	6.84e-12	-1.89893437	0.043	0.143	1.27e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GBA1	2629	official_exact	GBA1	GBA1	8661.5431034116	0.0161616232698098	0.094876860969434	1.0	GBA	True
GINS2	3.6e-08	-1.155050419	0.01	0.017	0.000668396	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GINS2	51659	official_exact	GINS2	GINS2	155.722687551907	0.126069357588398	0.531155282000109	0.806119105886605	GINS2	True
GMFB	2.02e-06	-0.682865738	0.074	0.132	0.037589813	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GMFB	2764	official_exact	GMFB	GMFB	24007.6560968845	0.0138503154119474	0.0646084874748091	1.0	GMFB	True
GPNMB	1.66e-10	-0.821917542	0.082	0.141	3.08e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GPNMB	10457	official_exact	GPNMB	GPNMB	7131.26528585982	0.553908202370836	1.35735253020346	0.528238456250459	GPNMB	True
GPSM3	1.09e-16	-0.767922876	0.076	0.144	2.03e-12	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GPSM3	63940	official_exact	GPSM3	GPSM3	2071.04768458752	0.123748061649255	0.49407402884862	0.931767332655297	GPSM3	True
GRIA4	8.88e-43	-1.576840064	0.053	0.125	1.6499999999999999e-38	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GRIA4	2893	official_exact	GRIA4	GRIA4	4582.23593712883	-0.571887181535459	-1.80785092480962	0.360117425242009	GRIA4	True
GRIN2C	9.54e-08	-0.910468734	0.008	0.016	0.0017723	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	GRIN2C	2905	official_exact	GRIN2C	GRIN2C	169.030152211393	-0.820048551867628	-1.79157928241348	0.299900428256277	GRIN2C	True
H1-0	3.44e-26	-1.498733543	0.059	0.16	6.39e-22	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H1-0	3005	official_exact	H1-0	H1-0	18328.2698547471	0.177599129119643	0.959016604187407	0.743784700659856	H1F0	True
H1-10	1.28e-14	-1.251334191	0.078	0.215	2.37e-10	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H1-10	8971	official_exact	H1-10	H1-10	359.317323312009	-0.618978585287277	-1.43786052786874	0.406542734512659	H1FX	True
H1-2	7.94e-15	-1.805213134	0.063	0.221	1.48e-10	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H1-2	3006	official_exact	H1-2	H1-2	862.634130555885	-0.217352720205005	-0.548961811714031	0.72517289437815	HIST1H1C	True
H1-5	1.21e-06	-2.943796969	0.008	0.067	0.02255266	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H1-5	3009	official_exact	H1-5	H1-5	2.17065082512188	0.142604596842204	0.110914413777301	1.0	HIST1H1B	True
H2AJ	2.0000000000000002e-28	-1.407137889	0.05	0.135	3.71e-24	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H2AJ	55766	official_exact	H2AJ	H2AJ	3687.03457591552	0.093222114532877	0.36342253300741	0.980584376089228	H2AFJ	True
H2AX	1.14e-07	-2.339048202	0.014	0.05	0.002114193	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H2AX	3014	official_exact	H2AX	H2AX	353.072640829417	-1.22730430638694	-2.57208953336721	0.0908932212853752	H2AFX	True
H2BC21	2.15e-16	-3.283160688	0.011	0.084	4e-12	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H2BC21	8349	official_exact	H2BC21	H2BC21	2655.12323449093	-0.066892749216612	-0.381878614973674	0.890750857477102	HIST2H2BE	True
H3-3A	3.04e-31	-1.530370564	0.065	0.203	5.6500000000000005e-27	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed	H3-3A	3020	official_exact	H3-3A	H3-3A	5508.0190236089	0.268661492790277	1.46319283492412	0.488292822426661	H3F3A	True
