gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status	gene_input	human_gene_id	mapping_method	current_human_symbol	target_current_symbol	baseMean	target_log2FoldChange	target_stat	target_padj	target_source_symbol	mapped_to_target_universe
ELAVL3	7.16e-223	-0.80055136	0.06	0.103	1.33e-218	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELAVL3	1995	official_exact	ELAVL3	ELAVL3	5149.59227534165	-0.551234291469166	-2.12252406191409	0.252132137894923	ELAVL3	True
ELAVL4	6.619999999999999e-239	-0.812655859	0.061	0.099	1.2299999999999999e-234	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELAVL4	1996	official_exact	ELAVL4	ELAVL4	24682.3411144421	-0.500260471342753	-1.83588123965612	0.338970273198205	ELAVL4	True
ELOVL2	2.09e-144	-1.304003573	0.061	0.136	3.88e-140	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELOVL2	54898	official_exact	ELOVL2	ELOVL2	8108.23696338556	-0.579280913790358	-1.97633817758201	0.299726946365073	ELOVL2	True
ELOVL4	4e-113	-0.912463001	0.038	0.069	7.420000000000001e-109	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELOVL4	6785	official_exact	ELOVL4	ELOVL4	7349.82895667094	-0.687044456315469	-2.43878199284017	0.163741938076058	ELOVL4	True
ELOVL5	5.4600000000000006e-164	-0.59012578	0.278	0.349	1.0099999999999999e-159	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELOVL5	60481	official_exact	ELOVL5	ELOVL5	29694.5043986884	0.0629115891524508	0.297321281921536	1.0	ELOVL5	True
ELOVL6	1.52e-85	-1.240980469	0.053	0.109	2.8299999999999998e-81	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELOVL6	79071	official_exact	ELOVL6	ELOVL6	8725.48211495056	-0.31413097924101	-1.30965042451156	0.561968438943761	ELOVL6	True
ELOVL7	3.2599999999999997e-74	-0.796913376	0.068	0.102	6.060000000000001e-70	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ELOVL7	79993	official_exact	ELOVL7	ELOVL7	13030.5446840116	-0.391949859945491	-1.71931193481761	0.381228506983919	ELOVL7	True
EMC7	1.06e-178	-0.731860134	0.145	0.213	1.96e-174	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EMC7	56851	official_exact	EMC7	EMC7	7289.24872866175	-0.229607834288966	-1.51919893961724	0.464346163688284	EMC7	True
ENHO	1.43e-111	-1.024840849	0.033	0.065	2.65e-107	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENHO	375704	official_exact	ENHO	ENHO	710.06675945414	-1.02024639659985	-3.85484757405502	0.00688037821029073	ENHO	True
ENPEP	1.7e-07	-1.025133744	0.015	0.031	0.003167595	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENPEP	2028	official_exact	ENPEP	ENPEP	455.269315294813	0.719058589168135	2.91326580578171	0.0524565831108764	ENPEP	True
ENPP2	1.55e-183	-0.703655236	0.101	0.157	2.8900000000000002e-179	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENPP2	5168	official_exact	ENPP2	ENPP2	7929.66396100433	0.48051303556324	1.85484323502443	0.329753120880665	ENPP2	True
ENPP4	5.41e-55	-1.102721573	0.085	0.148	1.01e-50	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENPP4	22875	official_exact	ENPP4	ENPP4	7190.71111491016	0.22821042633225	1.04017768079038	0.683782033786001	ENPP4	True
ENPP5	8.15e-64	-1.640836381	0.024	0.062	1.5100000000000001e-59	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENPP5	59084	official_exact	ENPP5	ENPP5	3375.71391427779	-0.400021281537168	-1.43509912745944	0.493651709142877	ENPP5	True
ENSG00000204352	7.28e-26	-0.718902086	0.001	0.003	1.35e-21	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENSG00000204352		unresolved_or_ambiguous								False
ENSG00000275464	1.74e-62	-0.602606492	0.002	0.005	3.24e-58	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENSG00000275464		unresolved_or_ambiguous								False
ENSG00000286070	1.37e-11	-0.722402099	0.001	0.001	2.55e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENSG00000286070		unresolved_or_ambiguous								False
ENTPD3	4.08e-77	-1.059435865	0.019	0.032	7.59e-73	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ENTPD3	956	official_exact	ENTPD3	ENTPD3	3053.48594835608	-0.629652604506986	-2.03566101275069	0.250411875365816	ENTPD3	True
EPDR1	7.27e-169	-0.870239392	0.117	0.177	1.35e-164	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EPDR1	54749	official_exact	EPDR1	EPDR1	31953.921341362	-0.531168387955875	-2.26917515796576	0.203746249656449	EPDR1	True
EPHA6	1.8399999999999998e-23	-1.148228741	0.055	0.107	3.41e-19	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EPHA6	285220	official_exact	EPHA6	EPHA6	410.094359646138	-0.904118416742226	-1.85461945829326	0.23105681192868	EPHA6	True
EPHB1	1.29e-15	-0.65065011	0.017	0.026	2.4e-11	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EPHB1	2047	official_exact	EPHB1	EPHB1	661.820047683681	-0.688456646795992	-2.35626953550865	0.143943708856407	EPHB1	True
EPHX4	1.81e-107	-0.750516981	0.025	0.043	3.36e-103	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EPHX4	253152	official_exact	EPHX4	EPHX4	761.622904052349	-0.60212567132572	-2.65549859007004	0.092279651617595	EPHX4	True
EPN3	9.74e-20	-1.487778295	0.008	0.022	1.81e-15	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EPN3	55040	official_exact	EPN3	EPN3	664.996041801155	-1.15147397288956	-3.01271596460723	0.0522356371166986	EPN3	True
EPPK1	2.5699999999999997e-30	-0.826318438	0.018	0.032	4.78e-26	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EPPK1	83481	official_exact	EPPK1	EPPK1	181.138055539281	-0.389213089625055	-1.16613213672691	0.537988777057501	EPPK1	True
ERBB3	2.32e-107	-0.657736357	0.262	0.38	4.3e-103	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERBB3	2065	official_exact	ERBB3	ERBB3	52737.7879303763	-0.144527770215672	-0.788770092377049	0.845782249944924	ERBB3	True
ERBB4	1.26e-09	-1.001841719	0.037	0.06	2.33e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERBB4	2066	official_exact	ERBB4	ERBB4	770.238336693628	-0.301386727964825	-0.898446542955197	0.60600231135632	ERBB4	True
ERC2	6.7e-73	-0.666230498	0.046	0.074	1.25e-68	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERC2	26059	official_exact	ERC2	ERC2	5377.30424863887	-0.174275689636397	-0.608266666345619	0.861866577062267	ERC2	True
ERG28	4.21e-204	-0.932911224	0.112	0.195	7.83e-200	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERG28	11161	official_exact	ERG28	ERG28	4884.71074031346	-0.229848511366347	-0.898285448309204	0.747525177460418	ERG28	True
ERGIC2	3.75e-28	-0.608491976	0.171	0.214	6.97e-24	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERGIC2	51290	official_exact	ERGIC2	ERGIC2	5770.92629472884	0.044633518609005	0.306359865009629	1.0	ERGIC2	True
ERICH2	2.76e-33	-0.622864673	0.01	0.016	5.13e-29	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERICH2	285141	official_exact	ERICH2	ERICH2	157.867806709708	-0.740644157223758	-2.80372744457935	0.0751372409930148	ERICH2	True
ERICH5	6.469999999999999e-61	-0.641321659	0.007	0.013	1.2e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERICH5	203111	official_exact	ERICH5	ERICH5	301.461101704122	-0.801120362618218	-2.7660973226276	0.0799409364563943	ERICH5	True
ERMP1	9.41e-23	-0.677494398	0.113	0.15	1.75e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERMP1	79956	official_exact	ERMP1	ERMP1	5217.7584298017	-0.0723231437575577	-0.333891270771828	0.999731330648728	ERMP1	True
ERVK3-1	4.2e-21	-1.131651855	0.016	0.035	7.81e-17	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ERVK3-1	105372481	official_exact	ERVK3-1							False
EVA1C	2.15e-51	-0.815993816	0.127	0.185	4e-47	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EVA1C	59271	official_exact	EVA1C	EVA1C	2011.99535590867	-0.0953846237231251	-0.490050660306285	0.934285526814239	EVA1C	True
EXOC1L	5.17e-65	-1.097341494	0.008	0.015	9.61e-61	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	EXOC1L	644145	official_exact	EXOC1L	EXOC1L	1767.69798642072	-0.756827838373034	-3.00147301914856	0.0621767141953039	EXOC1L	True
F11	1.75e-12	-1.173988308	0.004	0.009	3.25e-08	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	F11	2160	official_exact	F11	F11	26.7268385404965	-0.324112506183385	-0.650123299077655	0.991263670255616	F11	True
F8	2.5799999999999998e-61	-0.694378429	0.026	0.047	4.8e-57	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	F8	2157	official_exact	F8	F8	4989.72360071545	0.183983301775895	0.852630326482164	0.767890705613443	F8	True
FABP3	2.1100000000000002e-272	-0.620245252	0.086	0.136	3.9099999999999996e-268	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FABP3	2170	official_exact	FABP3	FABP3	47689.616186562	-0.652960036707367	-2.58710357315807	0.13302708167101	FABP3	True
FABP5	9.26e-153	-1.006503328	0.084	0.119	1.72e-148	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FABP5	2171	official_exact	FABP5	FABP5	4121.09096241121	-0.481325323026822	-1.80142068474398	0.360026902644339	FABP5	True
FADS1	3.76e-120	-0.890919329	0.256	0.331	6.99e-116	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FADS1	3992	official_exact	FADS1	FADS1	42610.1488058986	-0.223755464619947	-0.803055675592996	0.776394552755578	FADS1	True
FADS6	7.999999999999999e-50	-0.790723584	0.019	0.032	1.49e-45	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FADS6	283985	official_exact	FADS6	FADS6	666.30897186669	-1.07068574573177	-3.04974697865779	0.0480874503057876	FADS6	True
FAIM2	6.4e-142	-0.810780096	0.078	0.13	1.19e-137	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAIM2	23017	official_exact	FAIM2	FAIM2	37016.1129554998	-0.653968380683936	-2.56923739845484	0.136238401294678	FAIM2	True
FAM122A	6.07e-40	-1.098724682	0.026	0.039	1.13e-35	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM122A	116224	unique_synonym	PABIR1	PABIR1	2799.23310176046	0.0581621968508009	0.513843650432491	0.74346567771733	FAM122A	True
FAM126A	1.4900000000000002e-252	-1.002099306	0.176	0.242	2.76e-248	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM126A	84668	unique_synonym	HYCC1	HYCC1	8192.99159587096	0.152476506579169	0.913311311226624	0.725836237820053	FAM126A	True
FAM135A	2.44e-07	-1.084258739	0.064	0.095	0.004525694	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM135A	57579	official_exact	FAM135A	FAM135A	3435.4707433797	0.135698843132318	0.790616378027711	0.773894748726522	FAM135A	True
FAM135B	6.16e-18	-0.843534415	0.057	0.091	1.14e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM135B	51059	official_exact	FAM135B	FAM135B	3914.67244797692	-0.474609997158161	-2.27408214836796	0.185802076140227	FAM135B	True
FAM149A	1.24e-32	-0.715643771	0.051	0.07	2.3000000000000003e-28	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM149A	25854	official_exact	FAM149A	FAM149A	1943.62358072039	-0.529390344214334	-2.93568554971778	0.0700299124995251	FAM149A	True
FAM167A	3.26e-19	-2.033213915	0.003	0.013	6.07e-15	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM167A	83648	official_exact	FAM167A	FAM167A	133.404637790014	0.90827794016068	2.7692496469104	0.0879767641030913	FAM167A	True
FAM169A	5.2e-74	-0.936793354	0.049	0.082	9.660000000000001e-70	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM169A	26049	official_exact	FAM169A	FAM169A	1657.94211826972	-0.392464356420559	-0.980716050274859	0.64070455069617	FAM169A	True
FAM189B	6.280000000000001e-124	-0.603222096	0.085	0.095	1.1699999999999999e-119	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM189B	10712	unique_synonym	ENTREP3	ENTREP3	7153.16511763801	-0.574870767382372	-2.44984078610782	0.161521332688377	FAM189B	True
FAM20B	2.53e-51	-0.596091741	0.108	0.148	4.69e-47	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM20B	9917	official_exact	FAM20B	FAM20B	15790.5485409855	0.129358815207285	0.895249926811614	0.732497556411437	FAM20B	True
FAM210B	3.740000000000001e-43	-0.658961509	0.082	0.114	6.95e-39	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM210B	116151	unique_synonym	MIMS2	MIMS2	9276.30941646281	0.106026081721726	0.650031062651402	1.0	FAM210B	True
FAM228A	3.94e-11	-0.638339758	0.043	0.052	7.32e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM228A	653140	official_exact	FAM228A	FAM228A	26.9478865866022	-0.465042858022009	-0.993398427836963	0.759308013109878	FAM228A	True
FAM32A	1.29e-69	-0.609406696	0.079	0.106	2.4e-65	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM32A	26017	official_exact	FAM32A	FAM32A	6260.67325979739	-0.24864813235681	-1.97223827204516	0.294528538412014	FAM32A	True
FAM3C	2.5699999999999998e-191	-0.598475922	0.145	0.192	4.77e-187	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM3C	10447	official_exact	FAM3C	FAM3C	7128.9632270348	0.155659498975556	0.903934360386233	0.730714750898441	FAM3C	True
FAM71D	1.18e-09	-0.875651465	0.006	0.008	2.19e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAM71D	161142	unique_synonym	GARIN2	GARIN2	58.0634686142394	0.25954778613535	0.662159147506902	0.875674942934046	FAM71D	True
FANCM	3.77e-17	-0.675771877	0.059	0.076	7e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FANCM	57697	official_exact	FANCM	FANCM	1320.49371839342	-0.0452074184512746	-0.204179597472985	0.973692976398657	FANCM	True
FAT3	2.83e-07	-0.70084995	0.022	0.035	0.005259699	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAT3	120114	official_exact	FAT3	FAT3	1815.63760740949	-0.458455952457621	-1.2438499637483	0.533506633905614	FAT3	True
FAXC	4.0699999999999996e-147	-0.619279285	0.039	0.06	7.55e-143	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FAXC	84553	official_exact	FAXC	FAXC	5770.26299523693	-0.426251174836289	-1.48174265813542	0.481208597707402	FAXC	True
FBLN5	8.71e-136	-0.807335603	0.312	0.393	1.62e-131	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FBLN5	10516	official_exact	FBLN5	FBLN5	39649.5356546676	-0.241798534741188	-1.37525062288299	0.550561524091057	FBLN5	True
FBXL16	9.13e-120	-0.718456813	0.043	0.068	1.7e-115	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FBXL16	146330	official_exact	FBXL16	FBXL16	2433.54603421829	-0.827795749336072	-3.5471484610607	0.0176077331676344	FBXL16	True
FBXO30	3.18e-34	-1.028340186	0.091	0.143	5.9000000000000005e-30	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FBXO30	84085	official_exact	FBXO30	FBXO30	5162.41077428021	0.133797086266869	0.85118656942027	0.753886677641774	FBXO30	True
FBXO36	4e-31	-1.304902699	0.026	0.05	7.44e-27	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FBXO36	130888	official_exact	FBXO36	FBXO36	1107.56131275292	-0.269262913720645	-1.11629242858229	0.513448743759378	FBXO36	True
FCGR1B	2.54e-40	-0.792713924	0.024	0.031	4.71e-36	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FCGR1B	2210	unique_synonym	FCGR1BP	FCGR1BP	359.926635251821	-0.0821940636586978	-0.192507537785403	0.756055774037059	FCGR1B	True
FCGR3B	3.78e-07	-0.798600347	0.01	0.013	0.007030125	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FCGR3B	2215	official_exact	FCGR3B	FCGR3B	1748.30382219013	0.608777897917492	2.15189178698356	0.186969897851954	FCGR3B	True
FCRLA	2.5200000000000003e-35	-0.989310527	0.006	0.014	4.6900000000000005e-31	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FCRLA	84824	official_exact	FCRLA	FCRLA	141.516671541825	-0.144319580159622	-0.376589374826921	0.870884332305934	FCRLA	True
FDFT1	3.59e-108	-0.80950236	0.218	0.304	6.67e-104	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FDFT1	2222	official_exact	FDFT1	FDFT1	24944.5943267361	-0.267527450828288	-1.18543842525799	0.606498724314824	FDFT1	True
FDPS	2.14e-42	-0.738011563	0.236	0.331	3.97e-38	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FDPS	2224	official_exact	FDPS	FDPS	28831.4980006077	-0.165373551719249	-0.547353027876371	0.907589642940582	FDPS	True
FEM1B	4.1e-39	-0.747403956	0.122	0.171	7.61e-35	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FEM1B	10116	official_exact	FEM1B	FEM1B	11665.0032714196	0.0974688710949006	0.630801431420009	0.8712251754176	FEM1B	True
FEN1	1.6299999999999998e-68	-0.694769244	0.014	0.023	3.03e-64	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FEN1	2237	official_exact	FEN1	FEN1	1403.04940480623	-0.194919254142707	-0.990133288987733	0.565574865877619	FEN1	True
FFAR4	1.85e-07	-0.62298543	0.013	0.013	0.003432095	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FFAR4	338557	official_exact	FFAR4	FFAR4	248.474361697494	-0.505415986779283	-1.34760873979731	0.37810644947509	FFAR4	True
FGF12	1.31e-165	-0.709507935	0.051	0.073	2.44e-161	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FGF12	2257	official_exact	FGF12	FGF12	13602.2358829956	-0.693869171621175	-2.15681903379186	0.250776539819027	FGF12	True
FGF13	8.68e-295	-0.884472969	0.065	0.104	1.61e-290	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FGF13	2258	official_exact	FGF13	FGF13	36252.3260486388	-0.596543629223682	-1.99278117353181	0.31437191721547	FGF13	True
FGF9	1.79e-36	-1.229502288	0.014	0.029	3.32e-32	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FGF9	2254	official_exact	FGF9	FGF9	2084.37857585745	-0.547990746783516	-2.01777029682979	0.28523815036709	FGF9	True
FGFBP3	5.48e-260	-0.988665955	0.09	0.183	1.02e-255	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FGFBP3	143282	official_exact	FGFBP3	FGFBP3	15430.4971275444	-0.682189792605373	-2.32814185731819	0.207731146104231	FGFBP3	True
FGGY	1.77e-18	-0.674469348	0.032	0.045	3.29e-14	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FGGY	55277	official_exact	FGGY	FGGY	1638.08556838495	0.0385471609482349	0.208574568556614	0.848391829254192	FGGY	True
FGL2	7.66e-225	-0.694642903	0.215	0.335	1.4199999999999999e-220	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FGL2	10875	official_exact	FGL2	FGL2	25880.2820050444	0.445831195533964	1.67265583032023	0.400234876305389	FGL2	True
